qhcluster,qhnumber,qhhome,ps104_1a,ps104_1m,ps104_1s,ps5,hvidx,hhid
1577,74,1,2,0.0,no,2,4,      157707401
1595,13,1,1,0.0,no,1,1,      159501301
1597,33,1,4,0.0,no,1,1,      159703301
1599,79,1,15,0.0,no,1,2,      159907901
1605,40,1,0,8.0,no,1,3,      160504001
1606,51,1,1,0.0,no,1,2,      160605101
1607,1,1,0,8.0,no,1,4,      160700101
1607,92,1,1,4.0,no,1,4,      160709201
1608,115,1,1,0.0,no,1,2,      160811501
1611,51,1,3,0.0,si,1,1,      161105101
1611,51,1,3,0.0,si,2,2,      161105101
1611,51,1,3,0.0,no,3,3,      161105101
1611,53,1,1,0.0,no,1,2,      161105301
1622,27,1,0,9.0,no,1,2,      162202701
1631,4,1,5,0.0,no,1,2,      163100401
1631,7,1,14,0.0,no,1,2,      163100701
1631,46,1,3,0.0,no,1,2,      163104601
1642,16,1,1,2.0,no,1,3,      164201601
1642,121,1,18,0.0,no,1,2,      164212101
1653,49,1,10,0.0,no,1,2,      165304901
1655,41,1,0,0.0,no,1,2,      165504101
1655,69,1,0,1.0,no,1,2,      165506901
1656,54,1,3,8.0,si,1,1,      165605401
1656,54,1,3,8.0,si,2,2,      165605401
1656,54,1,3,1.0,si,3,3,      165605401
1656,54,1,1,8.0,si,4,4,      165605401
1656,54,1,3,8.0,no,5,6,      165605401
1675,58,1,0,1.0,no,1,2,      167505801
1687,1,1,5,0.0,si,1,1,      168700101
1687,1,1,5,0.0,si,2,2,      168700101
1687,1,1,5,0.0,no,3,3,      168700101
1687,2,1,0,4.0,,1,1,      168700201
1687,4,1,0,3.0,si,1,3,      168700401
1687,4,1,0,3.0,no,2,4,      168700401
1699,65,1,3,0.0,no,1,6,      169906501
1701,43,1,1,0.0,no,1,2,      170104301
1704,5,1,0,5.0,no,1,2,      170400501
1710,92,1,1,7.0,no,1,2,      171009201
1719,84,1,0,3.0,no,1,2,      171908401
1724,126,1,3,0.0,no,1,1,      172412601
1725,20,1,3,0.0,no,1,2,      172502001
1725,31,1,6,0.0,no,1,2,      172503101
1725,37,1,3,0.0,si,1,1,      172503701
1725,37,1,3,0.0,si,2,2,      172503701
1725,37,1,0,6.0,no,3,3,      172503701
1725,38,1,6,0.0,no,1,2,      172503801
1725,39,1,1,0.0,no,1,2,      172503901
1726,69,1,4,0.0,no,1,1,      172606901
1726,70,1,2,0.0,no,1,2,      172607001
1728,82,1,3,9.0,no,1,3,      172808201
1730,18,1,9,0.0,no,1,2,      173001801
1730,20,1,1,1.0,no,1,1,      173002001
1732,56,1,0,1.0,no,1,2,      173205601
1732,64,1,2,0.0,no,1,2,      173206401
1732,66,1,0,1.0,no,1,3,      173206601
1733,48,1,1,9.0,no,1,1,      173304801
1733,81,1,0,1.0,no,1,1,      173308101
1734,84,1,0,4.0,no,1,2,      173408401
1734,163,1,0,8.0,no,1,2,      173416301
1735,90,1,0,6.0,no,1,5,      173509001
1736,22,1,0,4.0,no,1,1,      173602201
1738,209,1,0,4.0,no,1,1,      173820901
1738,210,1,0,6.0,no,1,2,      173821001
1738,212,1,0,1.0,no,1,2,      173821201
1738,213,1,0,1.0,no,1,2,      173821301
1739,6,1,0,3.0,no,1,3,      173900601
1739,9,1,0,3.0,no,1,2,      173900901
1739,10,1,0,2.0,no,1,2,      173901001
1739,36,1,1,0.0,no,1,2,      173903601
1739,41,1,0,3.0,no,1,2,      173904101
1739,42,1,0,6.0,no,1,1,      173904201
1739,45,1,0,2.0,no,1,2,      173904501
1742,4,1,0,11.0,no,1,2,      174200401
1813,131,1,1,0.0,si,1,2,      181313101
1813,131,1,1,0.0,no,2,5,      181313101
1819,25,1,18,11.0,no,1,1,      181902501
1842,52,1,5,0.0,no,1,2,      184205201
1851,34,1,3,0.0,no,1,2,      185103401
1852,45,1,0,1.0,no,1,2,      185204501
1853,15,1,4,0.0,no,1,1,      185301501
1853,24,1,10,0.0,no,1,2,      185302401
1854,75,1,2,0.0,no,1,2,      185407501
1855,1,1,5,0.0,no,1,2,      185500101
1855,2,1,1,0.0,,1,1,      185500201
1855,3,1,10,0.0,no,1,2,      185500301
1855,4,1,1,0.0,no,1,1,      185500401
1856,6,1,no sabe,,no,1,2,      185600601
1856,7,1,6,0.0,no,1,2,      185600701
1856,8,1,2,0.0,no,1,2,      185600801
1856,9,1,1,0.0,,1,1,      185600901
1856,10,1,5,0.0,no,1,2,      185601001
1856,16,1,9,0.0,no,1,2,      185601601
1856,17,1,5,0.0,no,1,1,      185601701
1856,19,1,7,0.0,no,1,1,      185601901
1856,20,1,9,0.0,no,1,2,      185602001
1856,34,1,6,0.0,no,1,2,      185603401
1856,37,1,6,0.0,no,1,2,      185603701
1857,6,1,10,0.0,no,1,2,      185700601
1857,7,1,0,6.0,no,1,2,      185700701
1857,8,1,5,0.0,no,1,2,      185700801
1857,9,1,5,0.0,no,1,2,      185700901
1857,10,1,18,0.0,no,1,2,      185701001
1857,20,1,1,0.0,no,1,2,      185702001
1857,45,1,no sabe,,no,1,2,      185704501
1857,46,1,3,0.0,no,1,2,      185704601
1857,47,1,no sabe,,no,1,2,      185704701
1859,26,1,4,0.0,no,1,2,      185902601
1859,28,1,3,0.0,no,1,1,      185902801
1859,29,1,9,0.0,no,1,2,      185902901
1859,50,1,2,0.0,no,1,3,      185905001
1862,75,1,3,0.0,no,1,2,      186207501
1862,79,1,18,0.0,no,1,2,      186207901
1862,85,1,no sabe,,no,1,1,      186208501
1862,86,1,2,0.0,no,1,2,      186208601
1862,87,1,2,0.0,no,1,2,      186208701
1862,88,1,1,0.0,no,1,2,      186208801
1862,89,1,no sabe,,no,1,2,      186208901
1863,48,1,2,0.0,no,1,3,      186304801
1863,49,1,1,0.0,no,1,2,      186304901
1863,50,1,13,0.0,no,1,2,      186305001
1863,51,1,3,0.0,si,1,3,      186305101
1863,51,1,3,0.0,no,2,4,      186305101
1867,20,1,10,0.0,no,1,2,      186702001
1867,21,1,3,0.0,no,1,1,      186702101
1867,24,1,12,0.0,no,1,2,      186702401
1867,25,1,4,0.0,no,1,2,      186702501
1867,26,1,6,0.0,no,1,2,      186702601
1867,27,1,4,0.0,no,1,2,      186702701
1867,28,1,15,0.0,no,1,2,      186702801
1867,29,1,15,0.0,no,1,2,      186702901
1867,42,1,no sabe,,no,1,2,      186704201
1867,46,1,8,0.0,si,1,1,      186704601
1867,46,1,8,0.0,,2,2,      186704601
1870,7,1,5,0.0,no,1,1,      187000701
1870,15,1,5,0.0,,1,1,      187001501
1870,17,1,5,0.0,no,1,1,      187001701
1870,20,1,5,0.0,,1,1,      187002001
1875,42,1,3,0.0,no,1,2,      187504201
1877,21,1,0,3.0,no,1,1,      187702101
1877,53,1,5,0.0,no,1,2,      187705301
1890,193,1,0,3.0,no,1,2,      189019301
1902,83,1,3,0.0,no,1,6,      190208301
1906,87,1,2,2.0,no,1,2,      190608701
1911,4,1,3,0.0,no,1,2,      191100401
1911,35,1,10,0.0,no,1,2,      191103501
1915,45,1,4,6.0,,1,1,      191504501
1919,1,1,2,no sabe,si,1,1,      191900101
1919,1,1,2,no sabe,,2,2,      191900101
1928,79,1,1,0.0,no,1,2,      192807901
1928,98,1,5,7.0,si,1,2,      192809801
1928,98,1,5,7.0,si,2,3,      192809801
1928,98,1,5,7.0,si,3,4,      192809801
1928,98,1,5,7.0,si,4,5,      192809801
1928,98,1,5,7.0,si,5,6,      192809801
1928,98,1,2,0.0,no,6,7,      192809801
1934,70,1,10,0.0,no,1,1,      193407001
1938,28,1,1,0.0,si,1,1,      193802801
1938,28,1,1,0.0,si,2,2,      193802801
1938,28,1,1,0.0,si,3,3,      193802801
1938,28,1,1,0.0,si,4,4,      193802801
1938,28,1,1,0.0,si,5,5,      193802801
1938,28,1,1,0.0,,6,6,      193802801
1938,65,1,0,8.0,si,1,1,      193806501
1938,65,1,0,8.0,no,2,2,      193806501
1946,94,1,15,7.0,si,1,1,      194609401
1946,94,1,15,7.0,si,2,2,      194609401
1946,94,1,3,7.0,si,3,3,      194609401
1946,94,1,15,7.0,si,4,5,      194609401
1946,94,1,15,7.0,si,5,6,      194609401
1946,94,1,2,7.0,si,6,7,      194609401
1946,94,1,0,7.0,si,7,8,      194609401
1946,94,1,1,7.0,no,8,9,      194609401
1958,35,1,0,3.0,si,1,1,      195803501
1958,35,1,0,3.0,si,2,2,      195803501
1958,35,1,0,3.0,si,3,3,      195803501
1958,35,1,0,3.0,,4,4,      195803501
1984,2,1,no sabe,,no,1,3,      198400201
1994,10,1,0,10.0,no,1,1,      199401001
2000,104,1,2,0.0,si,1,4,      200010401
2000,104,1,0,4.0,no,2,5,      200010401
2030,60,1,0,3.0,no,1,2,      203006001
2031,11,1,0,7.0,no,1,2,      203101101
2031,13,1,2,0.0,no,1,2,      203101301
2031,14,1,6,0.0,,1,1,      203101401
2031,125,1,2,0.0,no,1,2,      203112501
2031,131,1,2,0.0,no,1,2,      203113101
2031,132,1,5,0.0,no,1,2,      203113201
2032,2,1,0,11.0,no,1,1,      203200201
2032,3,1,1,11.0,no,1,2,      203200301
2032,46,1,4,11.0,no,1,1,      203204601
2032,48,1,3,11.0,no,1,2,      203204801
2032,50,1,10,11.0,no,1,1,      203205001
2032,66,1,10,0.0,no,1,1,      203206601
2032,68,1,3,11.0,no,1,3,      203206801
2032,70,1,1,11.0,no,1,6,      203207001
2044,22,1,0,8.0,no,1,2,      204402201
2044,23,1,2,0.0,no,1,2,      204402301
2046,33,1,0,1.0,no,1,1,      204603301
2047,72,1,3,0.0,no,1,2,      204707201
2047,85,1,1,0.0,no,1,2,      204708501
2051,36,1,3,0.0,no,1,2,      205103601
2054,10,1,0,6.0,no,1,6,      205401001
2055,102,1,3,7.0,no,1,2,      205510201
2057,19,1,0,3.0,no,1,4,      205701901
2057,39,1,0,5.0,no,1,3,      205703901
2057,64,1,0,5.0,no,1,6,      205706401
2061,71,1,10,0.0,no,1,2,      206107101
2066,87,1,2,0.0,no,1,1,      206608701
2067,17,1,2,0.0,no,1,1,      206701701
2067,73,1,10,0.0,no,1,2,      206707301
2067,78,1,2,0.0,no,1,2,      206707801
2067,86,1,6,0.0,,1,1,      206708601
2067,96,1,2,0.0,no,1,2,      206709601
2069,17,1,5,0.0,no,1,2,      206901701
2069,19,1,2,0.0,no,1,2,      206901901
2069,38,1,18,0.0,,1,1,      206903801
2071,1,1,5,0.0,no,1,2,      207100101
2071,2,1,9,0.0,no,1,2,      207100201
2071,3,1,8,0.0,no,1,2,      207100301
2071,5,1,7,0.0,no,1,2,      207100501
2071,11,1,5,0.0,no,1,1,      207101101
2071,13,1,9,0.0,no,1,2,      207101301
2071,41,1,10,0.0,no,1,1,      207104101
2071,45,1,5,0.0,no,1,2,      207104501
2074,26,1,4,0.0,no,1,2,      207402601
2074,27,1,3,0.0,no,1,2,      207402701
2074,29,1,10,0.0,si,1,2,      207402901
2074,29,1,10,0.0,no,2,7,      207402901
2076,57,1,0,1.0,no,1,1,      207605701
2077,15,1,1,0.0,no,1,2,      207701501
2078,1,1,2,0.0,no,1,2,      207800101
2078,3,1,6,0.0,,1,1,      207800301
2078,19,1,10,0.0,no,1,2,      207801901
2078,20,1,10,0.0,no,1,2,      207802001
2078,23,1,5,0.0,no,1,2,      207802301
2078,29,1,2,7.0,no,1,2,      207802901
2078,30,1,6,7.0,no,1,1,      207803001
2078,31,1,18,0.0,no,1,2,      207803101
2079,18,1,5,0.0,,1,1,      207901801
2079,19,1,10,0.0,no,1,2,      207901901
2079,21,1,12,0.0,no,1,1,      207902101
2079,69,1,2,0.0,no,1,3,      207906901
2079,71,1,8,0.0,no,1,2,      207907101
2079,77,1,12,0.0,no,1,2,      207907701
2079,78,1,4,0.0,no,1,2,      207907801
2079,79,1,8,0.0,no,1,2,      207907901
2079,80,1,3,0.0,no,1,2,      207908001
2079,81,1,3,0.0,no,1,2,      207908101
2080,1,1,1,0.0,no,1,2,      208000101
2080,23,1,1,0.0,no,1,2,      208002301
2080,39,1,2,0.0,no,1,2,      208003901
2080,41,1,10,0.0,no,1,2,      208004101
2081,15,1,6,0.0,no,1,2,      208101501
2081,28,1,5,0.0,si,1,1,      208102801
2081,28,1,18,0.0,no,2,5,      208102801
2081,30,1,8,0.0,no,1,2,      208103001
2083,1,1,15,0.0,no,1,2,      208300101
2083,2,1,6,0.0,no,1,2,      208300201
2083,5,1,6,5.0,si,1,2,      208300501
2083,5,1,3,11.0,no,2,5,      208300501
2086,55,1,10,0.0,no,1,2,      208605501
2086,56,1,4,0.0,no,1,2,      208605601
2090,1,1,0,6.0,no,1,3,      209000101
2090,2,1,4,0.0,no,1,3,      209000201
2090,3,1,5,0.0,no,1,3,      209000301
2090,6,1,3,0.0,no,1,2,      209000601
2090,7,1,8,0.0,no,1,2,      209000701
2090,35,1,3,0.0,no,1,2,      209003501
2090,37,1,3,0.0,no,1,2,      209003701
2091,29,1,1,0.0,no,1,2,      209102901
2091,58,1,1,0.0,no,1,2,      209105801
2091,61,1,no sabe,,,1,1,      209106101
2091,62,1,1,0.0,,1,1,      209106201
2093,66,1,8,0.0,no,1,2,      209306601
2093,86,1,4,0.0,,1,1,      209308601
2093,87,1,10,0.0,no,1,2,      209308701
2093,88,1,5,0.0,,1,1,      209308801
2093,137,1,5,0.0,no,1,2,      209313701
2111,93,1,1,6.0,no,1,2,      211109301
2114,58,1,6,9.0,no,1,2,      211405801
2122,49,1,0,2.0,no,1,3,      212204901
2122,50,1,3,11.0,no,1,2,      212205001
2122,58,1,1,6.0,no,1,2,      212205801
2122,60,1,2,0.0,no,1,2,      212206001
2122,64,1,1,0.0,no,1,2,      212206401
2122,65,1,0,2.0,no,1,3,      212206501
2123,14,1,0,4.0,,1,1,      212301401
2144,44,1,0,11.0,no,1,1,      214404401
2158,108,1,2,0.0,si,1,1,      215810801
2158,108,1,2,0.0,si,2,2,      215810801
2158,108,1,2,0.0,si,3,3,      215810801
2158,108,1,2,0.0,no,4,4,      215810801
2180,20,1,0,1.0,si,1,3,      218002001
2180,20,1,0,1.0,no,2,4,      218002001
2202,28,1,7,0.0,no,1,3,      220202801
2210,59,1,0,0.0,no,1,4,      221005901
2225,1,1,1,6.0,no,1,1,      222500101
2242,36,1,2,0.0,no,1,2,      224203601
2243,4,1,1,3.0,no,1,2,      224300401
2251,4,1,2,6.0,no,1,1,      225100401
2254,16,1,0,2.0,no,1,2,      225401601
2254,26,1,1,0.0,no,1,2,      225402601
2254,68,1,2,8.0,no,1,1,      225406801
2255,4,1,2,9.0,,1,1,      225500401
2255,46,1,2,0.0,no,1,2,      225504601
2257,11,1,10,0.0,no,1,2,      225701101
2257,32,1,1,2.0,no,1,1,      225703201
2266,17,1,6,0.0,si,1,2,      226601701
2266,17,1,9,0.0,no,2,6,      226601701
2266,18,1,3,2.0,si,1,2,      226601801
2266,18,1,2,1.0,no,2,3,      226601801
2266,19,1,3,0.0,no,1,1,      226601901
2266,20,1,0,7.0,si,1,1,      226602001
2266,20,1,0,7.0,si,2,2,      226602001
2266,20,1,0,7.0,si,3,3,      226602001
2266,20,1,0,7.0,,4,4,      226602001
2266,21,1,3,0.0,no,1,2,      226602101
2268,73,1,0,1.0,no,1,2,      226807301
2268,74,1,0,3.0,no,1,1,      226807401
2290,50,1,16,0.0,no,1,2,      229005001
2296,155,1,18,0.0,no,1,1,      229615501
2297,29,1,2,0.0,no,1,2,      229702901
2316,104,1,3,0.0,no,1,1,      231610401
2321,88,1,0,8.0,si,1,3,      232108801
2321,88,1,0,8.0,si,2,4,      232108801
2321,88,1,0,8.0,no,3,5,      232108801
2321,89,1,8,0.0,si,1,1,      232108901
2321,89,1,8,0.0,si,2,2,      232108901
2321,89,1,0,8.0,,3,3,      232108901
2321,92,1,0,2.0,si,1,3,      232109201
2321,92,1,0,2.0,si,2,4,      232109201
2321,92,1,0,2.0,si,3,5,      232109201
2321,92,1,0,2.0,no,4,6,      232109201
2326,39,1,0,4.0,no,1,2,      232603901
2326,40,1,2,0.0,no,1,2,      232604001
2326,43,1,no sabe,,no,1,2,      232604301
2333,67,1,3,0.0,si,1,4,      233306701
2333,67,1,3,0.0,si,2,5,      233306701
2333,67,1,1,0.0,no,3,6,      233306701
2345,29,2,0,0.0,no,1,2,      234502902
2352,14,1,2,0.0,si,1,1,      235201401
2352,14,1,2,0.0,no,2,2,      235201401
2373,118,1,2,0.0,no,1,3,      237311801
2374,7,1,1,0.0,no,1,5,      237400701
2378,55,1,0,7.0,si,1,1,      237805501
2378,55,1,0,7.0,si,2,2,      237805501
2378,55,1,0,7.0,si,3,3,      237805501
2378,55,1,0,7.0,si,4,4,      237805501
2378,55,1,0,7.0,,5,5,      237805501
2382,128,1,2,0.0,no,1,1,      238212801
2382,139,1,2,0.0,si,1,1,      238213901
2382,139,1,2,0.0,si,2,2,      238213901
2382,139,1,2,0.0,no,3,3,      238213901
2386,79,1,1,0.0,si,1,2,      238607901
2386,79,1,1,0.0,si,2,5,      238607901
2386,79,1,1,0.0,no,3,6,      238607901
2386,82,1,6,0.0,si,1,1,      238608201
2386,82,1,10,0.0,no,2,2,      238608201
2386,82,2,4,6.0,no,1,3,      238608202
2386,83,1,0,3.0,si,1,4,      238608301
2386,83,1,0,3.0,si,2,5,      238608301
2386,83,1,0,3.0,no,3,6,      238608301
2394,67,2,1,7.0,no,1,2,      239406702
2398,56,1,5,0.0,no,1,5,      239805601
2406,187,1,0,2.0,si,1,1,      240618701
2406,187,1,0,2.0,si,2,2,      240618701
2406,187,1,0,2.0,,3,3,      240618701
2412,28,1,0,2.0,si,1,1,      241202801
2412,28,1,0,2.0,si,2,2,      241202801
2412,28,1,0,2.0,si,3,3,      241202801
2412,28,1,0,2.0,,4,4,      241202801
2415,11,1,0,7.0,no,1,1,      241501101
2415,132,1,10,9.0,no,1,1,      241513201
2422,128,1,18,11.0,no,1,2,      242212801
2430,117,1,18,11.0,no,1,2,      243011701
2437,5,1,no sabe,,no,1,2,      243700501
2441,107,1,10,0.0,no,1,1,      244110701
2445,29,1,3,0.0,no,1,2,      244502901
2457,54,1,0,2.0,no,1,2,      245705401
2458,21,1,1,1.0,si,1,2,      245802101
2458,21,1,1,1.0,no,2,3,      245802101
2497,6,1,1,8.0,no,1,2,      249700601
2501,116,1,1,0.0,no,1,5,      250111601
2507,16,1,0,2.0,si,1,1,      250701601
2507,16,1,0,2.0,si,2,2,      250701601
2507,16,1,0,2.0,si,3,3,      250701601
2507,16,1,0,2.0,si,4,4,      250701601
2507,16,1,0,2.0,,5,5,      250701601
2514,124,1,5,0.0,no,1,2,      251412401
2516,6,1,0,2.0,no,1,1,      251600601
2516,9,1,15,0.0,no,1,2,      251600901
2516,42,1,3,0.0,si,1,1,      251604201
2516,42,1,3,0.0,si,2,2,      251604201
2516,42,1,3,0.0,,3,3,      251604201
2516,43,1,1,0.0,no,1,2,      251604301
2528,41,1,1,0.0,no,1,2,      252804101
2529,108,1,6,9.0,si,1,1,      252910801
2529,108,1,6,9.0,si,2,2,      252910801
2529,108,1,6,9.0,,3,3,      252910801
2533,58,1,1,5.0,si,1,4,      253305801
2533,58,1,1,5.0,si,2,5,      253305801
2533,58,1,0,10.0,no,3,6,      253305801
2533,107,1,2,0.0,si,1,1,      253310701
2533,107,1,2,0.0,si,2,2,      253310701
2533,107,1,1,0.0,no,3,3,      253310701
2546,76,1,2,0.0,,1,1,      254607601
2554,114,1,no sabe,,no,1,4,      255411401
2565,31,1,3,6.0,si,1,2,      256503101
2565,31,1,3,6.0,no,2,5,      256503101
2565,72,1,1,8.0,no,1,2,      256507201
2576,38,1,10,0.0,no,1,2,      257603801
2579,31,1,7,0.0,no,1,2,      257903101
2579,44,1,12,0.0,no,1,2,      257904401
2585,8,1,1,0.0,si,1,1,      258500801
2585,8,1,1,0.0,,2,2,      258500801
2585,9,1,5,0.0,,1,1,      258500901
2585,15,1,3,0.0,no,1,2,      258501501
2585,16,1,0,3.0,si,1,1,      258501601
2585,16,1,0,3.0,,2,2,      258501601
2586,12,1,0,2.0,no,1,2,      258601201
2586,19,1,10,0.0,no,1,2,      258601901
2587,10,1,15,0.0,no,1,2,      258701001
2587,11,1,0,9.0,no,1,1,      258701101
2628,45,1,4,7.0,no,1,2,      262804501
2629,53,1,0,3.0,no,1,3,      262905301
2647,40,1,2,3.0,no,1,6,      264704001
2694,3,1,3,10.0,no,1,5,      269400301
2696,37,1,1,3.0,no,1,7,      269603701
2712,102,1,0,3.0,no,1,2,      271210201
2714,79,1,1,0.0,no,1,5,      271407901
2715,28,1,8,0.0,no,1,5,      271502801
2735,63,1,0,2.0,no,1,1,      273506301
2761,24,1,18,0.0,no,1,1,      276102401
2761,26,1,2,0.0,no,1,2,      276102601
2762,15,1,9,0.0,no,1,2,      276201501
2773,35,1,0,4.0,no,1,1,      277303501
2773,94,1,2,3.0,no,1,2,      277309401
2776,56,1,0,2.0,no,1,2,      277605601
2781,40,1,10,0.0,no,1,2,      278104001
2781,64,1,3,0.0,no,1,2,      278106401
2783,37,1,0,3.0,no,1,3,      278303701
2785,5,1,1,0.0,no,1,2,      278500501
2785,38,1,1,5.0,no,1,1,      278503801
2786,33,1,5,0.0,,1,1,      278603301
2796,19,1,2,0.0,no,1,2,      279601901
2806,3,1,15,0.0,no,1,1,      280600301
2806,4,1,8,0.0,no,1,1,      280600401
2806,11,1,0,1.0,no,1,1,      280601101
2806,30,1,0,8.0,no,1,2,      280603001
2807,38,1,3,0.0,no,1,2,      280703801
2807,40,1,no sabe,,no,1,2,      280704001
2807,50,1,15,9.0,,1,1,      280705001
2807,52,1,5,2.0,no,1,2,      280705201
2808,8,1,7,0.0,no,1,2,      280800801
2808,10,1,8,0.0,no,1,1,      280801001
2808,14,1,6,0.0,no,1,2,      280801401
2810,14,1,1,0.0,no,1,2,      281001401
2810,30,1,0,1.0,no,1,2,      281003001
2810,39,1,0,3.0,no,1,2,      281003901
2822,34,1,1,6.0,no,1,2,      282203401
2834,3,1,0,1.0,no,1,6,      283400301
2857,57,1,3,0.0,no,1,2,      285705701
2857,62,1,3,0.0,no,1,2,      285706201
2857,78,1,1,0.0,no,1,2,      285707801
2857,86,1,1,0.0,no,1,2,      285708601
2861,61,1,2,0.0,no,1,2,      286106101
2868,83,1,2,5.0,no,1,4,      286808301
2871,9,1,0,6.0,no,1,2,      287100901
2872,78,1,7,0.0,no,1,2,      287207801
2873,22,1,0,4.0,si,1,5,      287302201
2873,22,1,0,4.0,no,2,6,      287302201
2873,24,1,0,1.0,si,1,5,      287302401
2873,24,1,0,1.0,no,2,6,      287302401
2873,25,1,2,0.0,no,1,4,      287302501
2873,43,1,0,1.0,si,1,2,      287304301
2873,43,1,0,1.0,no,2,8,      287304301
2873,44,1,0,1.0,no,1,3,      287304401
2873,45,1,0,1.0,si,1,3,      287304501
2873,45,1,0,1.0,si,2,4,      287304501
2873,45,1,0,1.0,no,3,5,      287304501
2873,65,1,0,1.0,si,1,3,      287306501
2873,65,1,0,1.0,no,2,4,      287306501
2874,10,1,2,0.0,no,1,2,      287401001
2874,18,1,9,0.0,no,1,1,      287401801
2874,20,1,2,0.0,no,1,1,      287402001
2874,21,1,10,0.0,no,1,2,      287402101
2874,22,1,6,0.0,no,1,2,      287402201
2874,24,1,5,0.0,no,1,2,      287402401
2880,36,2,2,3.0,no,1,5,      288003602
2929,20,1,6,0.0,no,1,4,      292902001
2935,11,1,2,0.0,no,1,2,      293501101
2941,21,1,0,2.0,no,1,3,      294102101
2972,142,1,1,8.0,no,1,5,      297214201
2986,83,1,0,3.0,no,1,2,      298608301
2986,84,1,0,4.0,si,1,5,      298608401
2986,84,1,0,4.0,no,2,6,      298608401
3002,47,1,0,7.0,no,1,1,      300204701
3044,73,1,3,0.0,no,1,2,      304407301
3045,60,1,10,7.0,,1,1,      304506001
3045,61,1,2,6.0,no,1,2,      304506101
3046,14,1,0,10.0,no,1,2,      304601401
3049,21,1,5,7.0,si,1,1,      304902101
3049,21,1,18,7.0,,2,2,      304902101
3049,30,1,6,7.0,no,1,2,      304903001
3059,27,1,0,2.0,no,1,5,      305902701
3067,46,1,10,0.0,si,1,1,      306704601
3067,46,1,10,0.0,si,2,2,      306704601
3067,46,1,10,0.0,,3,3,      306704601
3068,68,2,0,0.0,si,1,1,      306806802
3068,68,2,0,0.0,no,2,2,      306806802
3089,102,1,4,0.0,no,1,2,      308910201
3089,111,1,3,0.0,no,1,2,      308911101
3089,115,1,0,11.0,no,1,2,      308911501
3095,81,1,2,0.0,no,1,2,      309508101
3111,6,1,4,0.0,no,1,1,      311100601
3142,45,1,1,0.0,si,1,1,      314204501
3142,45,1,1,0.0,no,2,2,      314204501
3149,146,1,0,2.0,si,1,4,      314914601
3149,146,1,0,2.0,no,2,5,      314914601
3151,85,1,0,4.0,no,1,1,      315108501
3156,66,1,1,0.0,no,1,6,      315606601
