qhcluster,qhnumber,qhhome,ps100_1a,ps100_1m,ps100_1s,ps3,hvidx,hhid
558,35,1,1,0.0,,1,1,      055803501
558,62,1,1,5.0,,1,5,      055806201
560,5,1,1,0.0,,1,1,      056000501
560,25,1,2,6.0,si,1,1,      056002501
560,25,1,1,8.0,,2,2,      056002501
560,42,1,0,6.0,no,1,5,      056004201
563,46,1,0,6.0,,1,1,      056304601
564,36,1,1,0.0,si,1,1,      056403601
564,36,1,1,0.0,,2,2,      056403601
565,26,1,2,3.0,,1,1,      056502601
565,27,1,0,0.0,,1,1,      056502701
568,134,1,0,2.0,,1,1,      056813401
569,56,1,0,10.0,,1,1,      056905601
574,144,1,0,3.0,si,1,1,      057414401
574,144,1,0,3.0,,2,2,      057414401
582,34,1,1,2.0,,1,1,      058203401
614,65,1,0,8.0,no,1,8,      061406501
621,31,1,2,0.0,,1,3,      062103101
623,37,1,0,8.0,,1,1,      062303701
624,31,1,1,5.0,no,1,1,      062403101
624,33,1,0,6.0,,1,1,      062403301
634,55,1,0,6.0,,1,8,      063405501
638,2,1,1,0.0,no,1,8,      063800201
643,40,1,0,3.0,,1,4,      064304001
649,24,1,1,0.0,,1,4,      064902401
649,57,1,1,0.0,,1,5,      064905701
649,68,1,0,6.0,no,1,2,      064906801
650,59,1,1,0.0,,1,3,      065005901
652,18,1,0,2.0,,1,1,      065201801
652,35,1,0,1.0,,1,4,      065203501
652,68,1,0,6.0,,1,1,      065206801
653,20,1,1,3.0,si,1,1,      065302001
653,20,1,1,3.0,,2,2,      065302001
653,32,1,0,2.0,,1,1,      065303201
656,85,1,2,7.0,,1,1,      065608501
657,126,1,1,2.0,,1,4,      065712601
659,42,1,0,3.0,no,1,2,      065904201
663,33,1,0,2.0,,1,1,      066303301
663,76,1,0,9.0,,1,1,      066307601
666,18,1,1,6.0,,1,1,      066601801
668,59,1,0,2.0,,1,2,      066805901
671,45,1,1,0.0,,1,1,      067104501
671,48,1,3,0.0,,1,1,      067104801
673,34,1,3,0.0,,1,1,      067303401
675,6,1,3,2.0,si,1,1,      067500601
675,6,1,2,0.0,,2,2,      067500601
675,26,1,1,0.0,si,1,1,      067502601
675,26,1,0,7.0,,2,2,      067502601
677,86,1,0,6.0,,1,4,      067708601
678,15,1,1,0.0,,1,1,      067801501
679,30,1,0,6.0,,1,1,      067903001
679,32,1,1,0.0,,1,4,      067903201
680,66,1,4,0.0,,1,1,      068006601
681,25,1,0,8.0,,1,1,      068102501
681,56,1,3,0.0,no,1,2,      068105601
681,60,1,0,3.0,si,1,1,      068106001
681,60,1,0,1.0,,2,2,      068106001
683,1,1,0,8.0,,1,1,      068300101
706,6,1,1,0.0,,1,1,      070600601
709,78,1,2,0.0,,1,1,      070907801
717,73,1,1,0.0,,1,1,      071707301
721,68,1,0,3.0,,1,1,      072106801
724,37,1,2,0.0,,1,1,      072403701
728,2,1,0,2.0,,1,1,      072800201
733,51,1,0,2.0,,1,1,      073305101
736,1,1,0,6.0,,1,1,      073600101
736,5,1,1,0.0,,1,1,      073600501
737,12,1,0,4.0,,1,1,      073701201
737,15,1,1,0.0,,1,1,      073701501
737,72,1,1,6.0,,1,1,      073707201
737,75,1,0,3.0,,1,1,      073707501
738,67,1,1,0.0,,1,1,      073806701
738,98,1,1,0.0,,1,1,      073809801
738,103,1,0,1.0,si,1,1,      073810301
738,103,1,0,1.0,,2,2,      073810301
739,86,1,0,8.0,,1,1,      073908601
741,7,1,0,6.0,,1,1,      074100701
741,31,1,0,8.0,,1,1,      074103101
742,123,1,0,2.0,si,1,9,      074212301
742,123,1,1,0.0,no,2,10,      074212301
744,37,1,0,5.0,si,1,1,      074403701
744,37,1,0,5.0,,2,2,      074403701
748,2,1,0,10.0,no,1,7,      074800201
748,3,1,0,6.0,,1,1,      074800301
763,28,1,0,6.0,,1,1,      076302801
764,110,1,0,9.0,no,1,5,      076411001
774,10,1,0,6.0,no,1,2,      077401001
775,75,1,0,4.0,si,1,1,      077507501
775,75,1,0,4.0,,2,2,      077507501
780,54,1,0,6.0,,1,2,      078005401
786,28,1,0,6.0,,1,1,      078602801
787,89,1,1,0.0,si,1,1,      078708901
787,89,1,0,6.0,,2,2,      078708901
790,46,1,0,8.0,,1,4,      079004601
800,62,1,3,0.0,,1,1,      080006201
800,63,1,1,0.0,no,1,1,      080006301
802,13,1,0,11.0,,1,1,      080201301
802,15,1,0,10.0,,1,5,      080201501
802,19,1,no sabe,,no,1,2,      080201901
810,94,1,0,10.0,,1,4,      081009401
834,138,1,1,2.0,no,1,5,      083413801
852,19,1,0,1.0,,1,6,      085201901
877,16,1,0,3.0,,1,1,      087701601
907,89,1,0,5.0,,1,1,      090708901
934,50,1,0,10.0,,1,1,      093405001
938,91,1,0,6.0,,1,7,      093809101
939,3,1,0,5.0,no,1,1,      093900301
947,24,1,0,8.0,,1,5,      094702401
948,16,1,no sabe,,,1,1,      094801601
987,26,1,1,5.0,,1,7,      098702601
992,2,1,1,6.0,no,1,2,      099200201
992,6,1,2,10.0,,1,1,      099200601
995,5,1,1,0.0,,1,1,      099500501
996,66,1,1,0.0,si,1,1,      099606601
996,66,1,1,0.0,,2,2,      099606601
997,8,1,1,0.0,no,1,2,      099700801
997,18,1,2,0.0,,1,5,      099701801
1001,39,1,0,3.0,,1,1,      100103901
1002,87,1,0,6.0,no,1,1,      100208701
1007,53,1,0,3.0,,1,1,      100705301
1008,58,1,0,6.0,,1,4,      100805801
1009,59,1,0,4.0,,1,1,      100905901
1010,55,1,0,3.0,,1,1,      101005501
1014,93,1,1,0.0,,1,3,      101409301
1021,35,1,0,1.0,no,1,1,      102103501
1021,38,1,0,1.0,si,1,1,      102103801
1021,38,1,0,1.0,,2,2,      102103801
1022,159,1,1,0.0,,1,1,      102215901
1026,51,1,1,1.0,no,1,2,      102605101
1026,139,1,0,2.0,no,1,2,      102613901
1027,71,1,0,1.0,,1,5,      102707101
1030,20,1,0,1.0,,1,1,      103002001
1031,40,1,0,8.0,,1,7,      103104001
1033,12,1,0,2.0,,1,1,      103301201
1033,146,1,1,0.0,no,1,2,      103314601
1035,92,1,2,0.0,si,1,1,      103509201
1035,92,1,2,0.0,,2,2,      103509201
1035,103,1,2,0.0,,1,1,      103510301
1037,2,1,2,0.0,si,1,1,      103700201
1037,2,1,2,0.0,,2,2,      103700201
1038,113,1,1,0.0,,1,5,      103811301
1039,144,1,0,4.0,si,1,1,      103914401
1039,144,1,0,4.0,,2,2,      103914401
1040,41,1,2,0.0,,1,1,      104004101
1040,87,1,0,10.0,no,1,1,      104008701
1041,82,1,1,6.0,,1,5,      104108201
1042,1,1,0,3.0,,1,5,      104200101
1042,50,1,1,0.0,,1,1,      104205001
1042,70,1,2,0.0,,1,1,      104207001
1045,47,1,2,2.0,,1,1,      104504701
1047,89,1,1,0.0,,1,7,      104708901
1048,100,1,1,1.0,si,1,1,      104810001
1048,100,1,0,6.0,,2,2,      104810001
1049,22,1,0,3.0,no,1,1,      104902201
1050,58,1,0,2.0,no,1,2,      105005801
1050,59,1,2,0.0,no,1,6,      105005901
1052,12,1,0,1.0,no,1,2,      105201201
1052,48,1,1,0.0,si,1,1,      105204801
1052,48,1,1,0.0,,2,2,      105204801
1053,52,1,3,0.0,no,1,1,      105305201
1055,41,1,2,3.0,no,1,1,      105504101
1056,19,1,0,6.0,,1,7,      105601901
1056,105,1,0,8.0,no,1,1,      105610501
1056,139,1,1,0.0,si,1,1,      105613901
1056,139,1,1,0.0,,2,2,      105613901
1058,16,1,0,1.0,no,1,1,      105801601
1064,9,1,0,4.0,,1,1,      106400901
1069,74,1,1,3.0,,1,4,      106907401
1086,90,1,2,0.0,,1,1,      108609001
1087,103,1,0,3.0,no,1,3,      108710301
1088,61,1,0,3.0,,1,1,      108806101
1093,6,1,0,3.0,,1,1,      109300601
1096,12,1,0,4.0,,1,1,      109601201
1103,20,1,0,6.0,,1,1,      110302001
1104,99,1,1,0.0,,1,1,      110409901
1108,18,1,2,3.0,,1,1,      110801801
1133,71,1,0,4.0,,1,1,      113307101
1143,75,1,0,5.0,,1,4,      114307501
1145,85,1,2,3.0,no,1,2,      114508501
1171,87,1,0,2.0,,1,1,      117108701
1172,54,1,0,6.0,,1,1,      117205401
1175,36,1,0,5.0,no,1,1,      117503601
1175,45,1,3,0.0,,1,1,      117504501
1176,102,1,1,0.0,no,1,7,      117610201
1179,24,1,1,6.0,,1,1,      117902401
1191,52,1,1,1.0,,1,1,      119105201
1191,65,1,2,0.0,,1,3,      119106501
1195,105,1,1,4.0,,1,1,      119510501
1198,58,1,1,4.0,,1,1,      119805801
1198,86,1,2,0.0,,1,2,      119808601
1199,57,1,0,10.0,si,1,1,      119905701
1199,57,1,0,10.0,,2,2,      119905701
1204,86,1,1,1.0,,1,1,      120408601
1206,105,1,2,4.0,,1,7,      120610501
1207,31,1,0,6.0,,1,1,      120703101
1210,113,1,0,4.0,,1,1,      121011301
1211,46,1,1,0.0,,1,1,      121104601
1217,130,1,0,6.0,,1,1,      121713001
1218,31,1,0,6.0,no,1,8,      121803101
1219,16,1,1,0.0,,1,6,      121901601
1219,49,1,1,0.0,,1,1,      121904901
1219,60,1,1,0.0,,1,1,      121906001
1219,73,1,2,8.0,,1,4,      121907301
1220,24,1,3,0.0,,1,1,      122002401
1220,34,1,0,9.0,,1,1,      122003401
1220,43,1,1,0.0,,1,6,      122004301
1221,18,1,0,2.0,,1,3,      122101801
1222,49,1,0,9.0,,1,1,      122204901
1223,32,1,0,7.0,,1,5,      122303201
1223,41,1,1,0.0,,1,7,      122304101
1223,54,1,3,0.0,,1,1,      122305401
1223,55,1,2,3.0,si,1,1,      122305501
1223,55,1,2,3.0,,2,2,      122305501
1228,61,1,4,0.0,,1,1,      122806101
1228,62,1,0,2.0,,1,1,      122806201
1231,179,1,0,1.0,si,1,1,      123117901
1231,179,1,0,1.0,,2,2,      123117901
1231,183,1,0,3.0,no,1,1,      123118301
1258,60,1,1,0.0,,1,1,      125806001
1262,48,1,2,0.0,,1,1,      126204801
1266,24,1,0,4.0,,1,2,      126602401
1270,164,1,1,0.0,no,1,1,      127016401
1277,101,1,2,8.0,,1,2,      127710101
1289,6,1,3,0.0,,1,1,      128900601
1289,17,1,1,0.0,si,1,3,      128901701
1289,17,1,0,10.0,,2,4,      128901701
1289,22,1,1,6.0,no,1,5,      128902201
1289,51,1,2,0.0,si,1,5,      128905101
1289,51,1,1,0.0,,2,6,      128905101
1289,107,1,0,4.0,,1,1,      128910701
1291,19,1,0,3.0,,1,5,      129101901
1291,21,1,2,0.0,,1,1,      129102101
1291,34,1,0,5.0,,1,1,      129103401
1291,36,1,0,6.0,no,1,2,      129103601
1292,14,1,2,0.0,si,1,1,      129201401
1292,14,1,1,0.0,,2,2,      129201401
1293,21,1,0,4.0,si,1,1,      129302101
1293,21,1,0,4.0,si,2,6,      129302101
1293,21,1,0,4.0,,3,7,      129302101
1293,22,1,3,0.0,,1,4,      129302201
1293,28,1,0,4.0,,1,1,      129302801
1295,54,1,0,8.0,si,1,1,      129505401
1295,54,1,0,8.0,,2,2,      129505401
1295,92,1,1,0.0,si,1,7,      129509201
1295,92,1,0,8.0,,2,8,      129509201
1298,57,1,2,2.0,,1,5,      129805701
1301,77,1,1,0.0,no,1,1,      130107701
1302,33,1,1,3.0,,1,1,      130203301
1303,36,1,3,1.0,si,1,1,      130303601
1303,36,1,3,1.0,,2,2,      130303601
1303,37,1,2,0.0,,1,6,      130303701
1305,26,1,2,4.0,,1,7,      130502601
1309,24,1,1,6.0,,1,4,      130902401
1314,22,1,5,0.0,no,1,6,      131402201
1315,82,1,2,4.0,,1,4,      131508201
1323,87,1,2,0.0,,1,1,      132308701
1326,33,1,0,4.0,,1,1,      132603301
1326,54,1,0,6.0,,1,1,      132605401
1327,31,1,1,0.0,,1,1,      132703101
1327,36,1,0,4.0,no,1,2,      132703601
1328,2,1,2,0.0,no,1,1,      132800201
1328,7,1,2,0.0,,1,1,      132800701
1328,28,1,0,6.0,,1,1,      132802801
1329,64,1,2,6.0,,1,1,      132906401
1329,78,1,1,0.0,,1,1,      132907801
1330,33,1,2,0.0,,1,1,      133003301
1330,45,1,1,6.0,,1,1,      133004501
1330,46,1,1,8.0,,1,1,      133004601
1330,48,1,3,2.0,,1,1,      133004801
1332,52,1,2,0.0,no,1,2,      133205201
1333,17,1,1,3.0,si,1,1,      133301701
1333,17,1,0,8.0,,2,2,      133301701
1334,12,1,5,0.0,,1,9,      133401201
1334,43,1,1,4.0,si,1,1,      133404301
1334,43,1,0,1.0,,2,2,      133404301
1334,46,1,0,6.0,,1,8,      133404601
1335,10,1,0,3.0,,1,2,      133501001
1336,8,1,0,6.0,,1,1,      133600801
1336,10,1,1,0.0,,1,1,      133601001
1336,14,1,0,2.0,si,1,1,      133601401
1336,14,1,0,10.0,,2,2,      133601401
1336,33,1,0,8.0,,1,1,      133603301
1336,34,1,1,3.0,si,1,1,      133603401
1336,34,1,1,3.0,,2,2,      133603401
1337,1,1,0,2.0,si,1,1,      133700101
1337,1,1,0,2.0,,2,2,      133700101
1337,42,1,0,6.0,,1,6,      133704201
1337,60,1,1,3.0,,1,1,      133706001
1338,8,1,1,0.0,,1,1,      133800801
1338,9,1,0,3.0,si,1,1,      133800901
1338,9,1,0,3.0,,2,2,      133800901
1338,10,1,1,2.0,si,1,1,      133801001
1338,10,1,1,2.0,,2,2,      133801001
1338,45,1,1,0.0,,1,7,      133804501
1339,47,1,0,8.0,si,1,1,      133904701
1339,47,1,0,8.0,,2,2,      133904701
1339,51,1,0,8.0,no,1,1,      133905101
1340,2,1,2,0.0,,1,1,      134000201
1340,3,1,0,10.0,,1,1,      134000301
1340,4,1,0,9.0,no,1,2,      134000401
1340,9,1,0,8.0,no,1,1,      134000901
1340,11,1,4,2.0,,1,1,      134001101
1340,14,1,0,6.0,,1,1,      134001401
1341,63,1,1,0.0,,1,1,      134106301
1341,65,1,2,0.0,,1,1,      134106501
1342,73,1,2,5.0,si,1,1,      134207301
1342,73,1,2,5.0,,2,2,      134207301
1342,100,1,2,2.0,,1,1,      134210001
1342,103,1,no sabe,,,1,1,      134210301
1343,21,1,1,0.0,no,1,1,      134302101
1343,32,1,1,2.0,,1,1,      134303201
1343,44,1,1,0.0,,1,1,      134304401
1345,9,1,1,4.0,no,1,1,      134500901
1346,60,1,0,10.0,,1,1,      134606001
1346,62,1,0,4.0,no,1,2,      134606201
1346,63,1,3,0.0,,1,1,      134606301
1347,2,1,1,3.0,,1,5,      134700201
1347,5,1,1,3.0,si,1,1,      134700501
1347,5,1,2,3.0,,2,2,      134700501
1347,16,1,0,7.0,,1,4,      134701601
1347,18,1,0,3.0,,1,1,      134701801
1347,27,1,0,3.0,,1,1,      134702701
1347,31,1,1,3.0,,1,2,      134703101
1349,39,1,0,2.0,,1,6,      134903901
1349,83,1,1,0.0,,1,1,      134908301
1353,9,1,1,0.0,,1,5,      135300901
1360,51,1,3,0.0,,1,2,      136005101
1364,82,1,0,6.0,,1,1,      136408201
1365,77,1,0,3.0,,1,1,      136507701
1367,87,1,0,11.0,,1,1,      136708701
1367,89,1,0,8.0,,1,1,      136708901
1368,74,1,1,1.0,si,1,1,      136807401
1368,74,1,1,1.0,,2,2,      136807401
1369,1,1,0,11.0,si,1,1,      136900101
1369,1,1,0,8.0,,2,2,      136900101
1370,33,1,0,7.0,,1,1,      137003301
1371,83,1,0,8.0,,1,1,      137108301
1372,35,1,0,5.0,,1,1,      137203501
1375,24,1,1,9.0,no,1,1,      137502401
1378,2,1,1,0.0,no,1,1,      137800201
1379,35,1,0,9.0,si,1,1,      137903501
1379,35,1,0,9.0,no,2,2,      137903501
1381,50,1,1,0.0,si,1,1,      138105001
1381,50,1,0,9.0,,2,2,      138105001
1384,4,1,0,6.0,,1,1,      138400401
1384,31,1,2,0.0,,1,7,      138403101
1384,46,1,1,0.0,,1,7,      138404601
1385,107,1,1,0.0,,1,1,      138510701
1386,163,1,0,9.0,,1,1,      138616301
1389,38,1,2,0.0,no,1,1,      138903801
1391,62,1,1,7.0,si,1,1,      139106201
1391,62,1,1,7.0,,2,2,      139106201
1391,75,1,0,10.0,no,1,1,      139107501
1392,91,1,1,6.0,si,1,1,      139209101
1392,91,1,1,6.0,,2,2,      139209101
1393,3,1,0,8.0,,1,2,      139300301
1394,56,1,1,0.0,,1,1,      139405601
1395,40,1,1,6.0,,1,4,      139504001
1395,41,1,2,0.0,,1,1,      139504101
1395,88,1,2,0.0,,1,1,      139508801
1396,105,1,0,9.0,,1,4,      139610501
1399,17,1,1,0.0,,1,6,      139901701
1399,19,1,0,1.0,,1,6,      139901901
1399,26,1,0,8.0,,1,2,      139902601
1401,72,1,0,4.0,no,1,1,      140107201
1404,101,1,1,4.0,,1,1,      140410101
1404,111,1,0,8.0,,1,1,      140411101
1419,14,1,1,2.0,,1,1,      141901401
1440,21,1,2,3.0,,1,3,      144002101
1462,29,1,2,4.0,si,1,1,      146202901
1462,29,1,2,3.0,,2,2,      146202901
1462,30,1,1,2.0,,1,1,      146203001
1462,31,1,2,2.0,no,1,1,      146203101
1462,36,1,1,2.0,,1,1,      146203601
1462,37,1,no sabe,,,1,1,      146203701
1462,38,1,no sabe,,si,1,1,      146203801
1462,38,1,no sabe,,,2,2,      146203801
1462,49,1,0,9.0,no,1,1,      146204901
1462,50,1,0,6.0,,1,1,      146205001
1462,52,1,no sabe,,,1,1,      146205201
1463,48,1,2,5.0,si,1,1,      146304801
1463,48,1,2,5.0,,2,2,      146304801
1464,49,1,0,2.0,,1,1,      146404901
1469,64,1,0,6.0,no,1,2,      146906401
1471,118,1,0,3.0,,1,1,      147111801
1475,26,1,0,2.0,no,1,2,      147502601
1479,110,1,1,0.0,,1,2,      147911001
1482,48,1,0,3.0,no,1,1,      148204801
1491,27,1,0,8.0,,1,8,      149102701
1497,36,1,0,3.0,,1,1,      149703601
1499,18,1,0,3.0,,1,7,      149901801
1502,119,1,0,4.0,si,1,1,      150211901
1502,119,1,0,4.0,,2,2,      150211901
1503,93,1,0,8.0,,1,4,      150309301
1505,34,1,0,3.0,,1,1,      150503401
1505,95,1,0,8.0,,1,1,      150509501
1506,34,1,0,2.0,,1,1,      150603401
1507,66,1,1,0.0,,1,6,      150706601
1507,74,1,1,0.0,no,1,2,      150707401
1509,19,1,0,8.0,,1,1,      150901901
1514,21,1,0,8.0,,1,2,      151402101
1514,28,1,0,2.0,no,1,2,      151402801
1516,12,1,0,8.0,no,1,5,      151601201
1519,51,1,1,0.0,,1,1,      151905101
1520,43,1,1,2.0,si,1,1,      152004301
1520,43,1,1,2.0,,2,2,      152004301
1527,28,1,1,0.0,,1,1,      152702801
1529,132,1,0,6.0,si,1,1,      152913201
1529,132,1,0,6.0,,2,2,      152913201
1531,150,1,0,9.0,si,1,1,      153115001
1531,150,1,0,9.0,,2,2,      153115001
1535,109,1,1,0.0,,1,7,      153510901
1536,61,1,0,2.0,no,1,1,      153606101
1537,45,1,0,7.0,,1,1,      153704501
1537,84,1,0,7.0,,1,1,      153708401
1538,46,1,0,5.0,,1,2,      153804601
1541,43,1,0,4.0,si,1,1,      154104301
1541,43,1,0,4.0,,2,2,      154104301
1543,12,1,0,10.0,si,1,1,      154301201
1543,12,1,0,10.0,,2,2,      154301201
1543,30,1,0,10.0,,1,1,      154303001
1543,117,1,0,3.0,,1,2,      154311701
1544,65,1,0,1.0,,1,4,      154406501
1545,76,1,0,7.0,,1,8,      154507601
1546,29,1,0,6.0,no,1,1,      154602901
1546,80,1,0,10.0,,1,1,      154608001
1547,65,1,0,1.0,no,1,8,      154706501
1548,34,1,1,3.0,si,1,1,      154803401
1548,34,1,1,3.0,,2,2,      154803401
1550,146,1,0,7.0,,1,1,      155014601
1553,79,1,0,6.0,,1,9,      155307901
1554,100,1,0,6.0,no,1,3,      155410001
1558,100,1,0,11.0,,1,1,      155810001
1562,10,1,0,3.0,no,1,2,      156201001
1562,114,1,1,3.0,,1,5,      156211401
1567,55,1,0,6.0,,1,1,      156705501
1571,11,1,1,3.0,,1,1,      157101101
1575,54,1,0,1.0,,1,1,      157505401
1577,72,1,0,5.0,,1,4,      157707201
1579,208,1,1,0.0,,1,1,      157920801
1583,16,1,1,5.0,,1,1,      158301601
1584,60,1,1,3.0,,1,2,      158406001
1592,64,1,0,6.0,no,1,7,      159206401
1594,85,1,0,6.0,no,1,1,      159408501
1600,74,1,1,9.0,si,1,1,      160007401
1600,74,1,1,9.0,,2,2,      160007401
1602,69,1,1,6.0,,1,7,      160206901
1602,86,1,1,0.0,,1,3,      160208601
1606,51,1,0,6.0,si,1,1,      160605101
1606,51,1,1,4.0,,2,2,      160605101
1606,85,1,0,3.0,si,1,1,      160608501
1606,85,1,0,3.0,,2,2,      160608501
1607,115,1,0,4.0,no,1,2,      160711501
1611,51,1,2,0.0,si,1,1,      161105101
1611,51,1,2,0.0,,2,2,      161105101
1611,53,1,2,0.0,,1,7,      161105301
1612,21,1,1,0.0,si,1,8,      161202101
1612,21,1,1,0.0,no,2,9,      161202101
1614,15,1,1,1.0,,1,1,      161401501
1618,1,1,1,0.0,,1,6,      161800101
1619,69,1,0,4.0,,1,1,      161906901
1622,118,1,1,0.0,,1,1,      162211801
1622,119,1,2,2.0,,1,1,      162211901
1623,3,1,2,0.0,si,1,1,      162300301
1623,3,1,2,0.0,,2,2,      162300301
1623,13,1,2,0.0,,1,1,      162301301
1623,16,1,5,0.0,no,1,1,      162301601
1624,10,1,1,0.0,,1,1,      162401001
1626,38,1,1,11.0,si,1,1,      162603801
1626,38,1,1,11.0,,2,2,      162603801
1630,66,1,1,2.0,si,1,1,      163006601
1630,66,1,0,4.0,,2,2,      163006601
