qhcluster,qhnumber,qhhome,ps100_1a,ps100_1m,ps100_1s,ps3,hvidx,hhid
2093,88,1,4,0.0,,1,1,      209308801
2093,136,1,1,6.0,,1,13,      209313601
2093,137,1,0,4.0,no,1,2,      209313701
2093,140,1,2,0.0,no,1,1,      209314001
2102,54,1,3,0.0,,1,1,      210205401
2103,44,1,2,11.0,,1,1,      210304401
2105,66,1,2,8.0,,1,3,      210506601
2107,94,1,1,2.0,,1,1,      210709401
2107,155,1,3,2.0,,1,1,      210715501
2108,88,1,1,0.0,no,1,1,      210808801
2110,47,1,0,8.0,,1,1,      211004701
2112,27,1,3,0.0,,1,1,      211202701
2114,4,1,1,6.0,,1,5,      211400401
2114,58,1,0,9.0,si,1,1,      211405801
2114,58,1,2,9.0,,2,3,      211405801
2117,1,1,0,6.0,,1,8,      211700101
2119,9,1,1,4.0,,1,1,      211900901
2119,19,1,1,6.0,no,1,2,      211901901
2122,49,1,2,0.0,,1,1,      212204901
2124,33,1,5,5.0,,1,2,      212403301
2125,26,1,0,10.0,no,1,1,      212502601
2125,69,1,3,6.0,si,1,1,      212506901
2125,69,1,3,3.0,,2,2,      212506901
2125,92,1,3,5.0,,1,2,      212509201
2126,8,1,1,11.0,no,1,2,      212600801
2126,33,1,2,6.0,si,1,1,      212603301
2126,33,1,2,6.0,,2,2,      212603301
2126,39,1,2,11.0,,1,1,      212603901
2127,17,1,2,0.0,no,1,1,      212701701
2127,113,1,2,10.0,no,1,2,      212711301
2128,17,1,3,0.0,,1,1,      212801701
2128,122,1,2,0.0,no,1,1,      212812201
2128,128,1,3,0.0,,1,1,      212812801
2129,30,1,1,10.0,no,1,1,      212903001
2129,33,1,3,0.0,,1,1,      212903301
2130,47,1,1,6.0,,1,1,      213004701
2130,92,1,1,7.0,si,1,1,      213009201
2130,92,1,1,7.0,,2,2,      213009201
2130,94,1,4,0.0,si,1,1,      213009401
2130,94,1,0,9.0,,2,2,      213009401
2131,21,1,2,2.0,,1,1,      213102101
2132,8,1,3,0.0,no,1,1,      213200801
2133,20,1,1,2.0,,1,9,      213302001
2133,124,1,1,0.0,,1,1,      213312401
2134,17,1,1,6.0,,1,1,      213401701
2134,18,1,3,4.0,,1,1,      213401801
2134,79,1,3,0.0,si,1,1,      213407901
2134,79,1,3,0.0,,2,2,      213407901
2135,2,1,1,0.0,,1,1,      213500201
2135,7,1,2,1.0,,1,2,      213500701
2135,96,1,2,11.0,,1,1,      213509601
2137,3,1,0,2.0,,1,1,      213700301
2138,52,1,2,11.0,,1,2,      213805201
2141,90,1,4,5.0,,1,1,      214109001
2141,91,1,1,10.0,si,1,1,      214109101
2141,91,1,1,10.0,,2,2,      214109101
2142,58,1,1,0.0,no,1,2,      214205801
2143,7,1,1,8.0,no,1,1,      214300701
2143,8,1,2,0.0,,1,1,      214300801
2143,33,1,1,1.0,no,1,1,      214303301
2143,93,1,1,8.0,,1,1,      214309301
2144,14,1,0,1.0,,1,1,      214401401
2144,53,1,0,7.0,si,1,1,      214405301
2144,53,1,3,2.0,,2,2,      214405301
2147,25,1,4,0.0,,1,1,      214702501
2147,95,1,1,6.0,,1,6,      214709501
2147,99,1,1,10.0,si,1,1,      214709901
2147,99,1,1,10.0,,2,2,      214709901
2147,101,1,2,8.0,si,1,1,      214710101
2147,101,1,2,8.0,,2,2,      214710101
2148,12,1,0,4.0,no,1,1,      214801201
2149,12,1,2,0.0,,1,4,      214901201
2149,13,1,3,0.0,,1,1,      214901301
2149,30,1,2,0.0,no,1,1,      214903001
2149,32,1,1,0.0,,1,4,      214903201
2149,60,1,1,0.0,si,1,1,      214906001
2149,60,1,0,6.0,,2,2,      214906001
2150,89,1,3,0.0,,1,1,      215008901
2159,108,1,0,10.0,,1,7,      215910801
2170,100,1,0,4.0,,1,1,      217010001
2171,15,1,1,0.0,,1,1,      217101501
2171,88,1,1,0.0,,1,7,      217108801
2174,127,1,0,6.0,no,1,2,      217412701
2175,16,1,2,0.0,,1,5,      217501601
2183,79,1,0,6.0,,1,1,      218307901
2191,70,1,3,0.0,,1,3,      219107001
2205,84,1,1,0.0,,1,1,      220508401
2224,90,1,0,2.0,,1,1,      222409001
2235,52,1,0,7.0,,1,7,      223505201
2242,15,1,2,0.0,,1,1,      224201501
2243,39,1,1,0.0,,1,6,      224303901
2245,54,1,0,8.0,,1,1,      224505401
2246,31,1,0,4.0,no,1,1,      224603101
2247,39,1,1,0.0,,1,1,      224703901
2251,44,1,2,6.0,si,1,1,      225104401
2251,44,1,0,1.0,,2,2,      225104401
2255,1,1,1,0.0,,1,6,      225500101
2260,66,1,3,0.0,,1,1,      226006601
2261,2,1,0,6.0,no,1,2,      226100201
2261,5,1,2,0.0,no,1,1,      226100501
2262,44,1,0,4.0,,1,1,      226204401
2265,119,1,1,0.0,,1,3,      226511901
2266,21,1,2,0.0,,1,5,      226602101
2266,77,1,1,6.0,,1,4,      226607701
2273,5,1,0,10.0,no,1,5,      227300501
2277,51,1,1,0.0,,1,11,      227705101
2295,24,1,4,0.0,,1,4,      229502401
2297,71,1,0,4.0,no,1,2,      229707101
2304,60,1,0,6.0,no,1,1,      230406001
2314,140,1,1,0.0,no,1,2,      231414001
2318,21,1,2,0.0,si,1,1,      231802101
2318,21,1,2,0.0,,2,2,      231802101
2318,79,1,1,10.0,,1,6,      231807901
2320,154,1,0,2.0,,1,8,      232015401
2321,37,1,1,0.0,,1,4,      232103701
2321,88,1,0,11.0,no,1,6,      232108801
2322,58,1,0,8.0,si,1,1,      232205801
2322,58,1,0,6.0,,2,2,      232205801
2323,45,1,2,0.0,no,1,1,      232304501
2323,60,1,2,0.0,,1,1,      232306001
2323,62,1,2,0.0,,1,1,      232306201
2324,45,1,4,0.0,,1,1,      232404501
2350,13,1,0,6.0,no,1,1,      235001301
2352,14,1,0,11.0,si,1,1,      235201401
2352,14,1,0,11.0,,2,2,      235201401
2355,4,1,0,6.0,si,1,1,      235500401
2355,4,1,0,6.0,,2,2,      235500401
2355,52,1,2,0.0,si,1,1,      235505201
2355,52,1,1,6.0,,2,2,      235505201
2362,130,1,0,3.0,,1,4,      236213001
2366,7,1,0,6.0,no,1,2,      236600701
2366,52,1,1,6.0,,1,8,      236605201
2366,60,1,0,10.0,si,1,1,      236606001
2366,60,1,0,10.0,,2,2,      236606001
2369,91,1,0,6.0,,1,5,      236909101
2373,118,1,1,0.0,no,1,3,      237311801
2381,20,1,1,0.0,si,1,1,      238102001
2381,20,1,2,0.0,,2,2,      238102001
2383,65,1,0,4.0,,1,1,      238306501
2384,104,1,1,0.0,si,1,1,      238410401
2384,104,1,1,0.0,,2,2,      238410401
2384,106,1,1,0.0,,1,1,      238410601
2385,27,1,0,8.0,si,1,1,      238502701
2385,27,1,0,8.0,,2,2,      238502701
2385,71,1,1,2.0,,1,1,      238507101
2386,82,1,2,0.0,,1,1,      238608201
2387,55,1,2,no sabe,si,1,1,      238705501
2387,55,1,1,no sabe,,2,2,      238705501
2391,5,1,0,1.0,,1,1,      239100501
2391,7,1,2,0.0,,1,1,      239100701
2391,78,1,1,3.0,si,1,1,      239107801
2391,78,1,1,3.0,,2,2,      239107801
2394,193,1,1,1.0,,1,5,      239419301
2396,2,1,0,11.0,,1,1,      239600201
2415,132,1,1,9.0,no,1,1,      241513201
2459,85,1,0,6.0,,1,1,      245908501
2464,11,1,1,0.0,no,1,2,      246401101
2505,101,1,2,1.0,,1,5,      250510101
2518,8,1,0,1.0,,1,1,      251800801
2520,35,1,0,2.0,,1,9,      252003501
2529,105,1,1,6.0,,1,3,      252910501
2533,107,1,1,0.0,,1,1,      253310701
2539,69,1,0,8.0,si,1,1,      253906901
2539,69,1,0,8.0,,2,2,      253906901
2548,66,1,2,6.0,,1,6,      254806601
2562,122,1,1,0.0,,1,5,      256212201
2566,77,1,0,6.0,si,1,1,      256607701
2566,77,1,0,6.0,,2,2,      256607701
2570,67,1,0,5.0,,1,1,      257006701
2577,40,1,1,6.0,,1,1,      257704001
2581,27,1,1,0.0,,1,1,      258102701
2585,9,1,0,3.0,,1,1,      258500901
2585,10,1,0,6.0,,1,1,      258501001
2589,9,1,0,10.0,no,1,1,      258900901
2590,107,1,0,6.0,,1,1,      259010701
2591,90,1,0,3.0,,1,8,      259109001
2594,98,1,0,3.0,,1,5,      259409801
2597,8,1,0,1.0,,1,1,      259700801
2599,2,1,1,0.0,,1,1,      259900201
2607,100,1,1,0.0,no,1,8,      260710001
2608,80,1,0,6.0,,1,6,      260808001
2609,180,1,0,8.0,no,1,2,      260918001
2616,37,1,0,4.0,,1,2,      261603701
2619,10,1,2,0.0,,1,1,      261901001
2621,4,1,1,0.0,no,1,1,      262100401
2621,48,1,1,1.0,si,1,7,      262104801
2621,48,1,1,1.0,,2,8,      262104801
2621,108,1,1,10.0,,1,1,      262110801
2622,44,1,2,0.0,,1,1,      262204401
2622,64,1,1,0.0,si,1,1,      262206401
2622,64,1,1,0.0,,2,2,      262206401
2624,35,1,0,4.0,,1,1,      262403501
2625,66,1,0,5.0,,1,1,      262506601
2626,135,1,0,10.0,no,1,2,      262613501
2629,125,1,0,3.0,no,1,2,      262912501
2630,30,1,2,7.0,si,1,1,      263003001
2630,30,1,0,4.0,,2,2,      263003001
2630,83,1,1,0.0,si,1,1,      263008301
2630,83,1,0,6.0,,2,2,      263008301
2634,55,1,0,2.0,si,1,1,      263405501
2634,55,1,0,1.0,,2,2,      263405501
2637,129,1,0,4.0,si,1,1,      263712901
2637,129,1,0,3.0,,2,2,      263712901
2640,60,1,0,6.0,,1,1,      264006001
2645,116,1,0,8.0,,1,1,      264511601
2664,51,1,0,8.0,,1,1,      266405101
2682,21,1,0,9.0,,1,5,      268202101
2685,50,1,1,2.0,,1,1,      268505001
2687,34,1,3,8.0,,1,7,      268703401
2696,65,1,1,4.0,,1,2,      269606501
2713,42,1,1,0.0,si,1,1,      271304201
2713,42,1,1,0.0,,2,2,      271304201
2713,67,1,0,2.0,no,1,2,      271306701
2715,28,1,2,0.0,no,1,5,      271502801
2725,1,1,0,2.0,no,1,1,      272500101
2727,17,1,0,6.0,,1,5,      272701701
2732,18,1,0,0.0,,1,1,      273201801
2733,67,1,2,0.0,,1,1,      273306701
2733,78,1,3,2.0,no,1,1,      273307801
2753,28,1,0,4.0,,1,1,      275302801
2756,70,1,0,2.0,,1,4,      275607001
2757,91,1,0,8.0,no,1,2,      275709101
2757,93,1,1,10.0,si,1,1,      275709301
2757,93,1,1,10.0,,2,2,      275709301
2758,3,1,4,0.0,,1,1,      275800301
2758,6,1,5,7.0,,1,2,      275800601
2758,7,1,1,0.0,si,1,1,      275800701
2758,7,1,1,0.0,,2,2,      275800701
2758,17,1,0,4.0,,1,1,      275801701
2760,8,1,1,0.0,,1,1,      276000801
2760,18,1,0,6.0,,1,1,      276001801
2760,19,1,4,0.0,,1,2,      276001901
2761,24,1,1,10.0,,1,1,      276102401
2761,53,1,1,10.0,,1,1,      276105301
2761,54,1,0,2.0,no,1,1,      276105401
2763,10,1,1,0.0,no,1,3,      276301001
2770,168,1,1,4.0,,1,1,      277016801
2776,45,1,2,0.0,,1,10,      277604501
2782,95,1,0,3.0,,1,1,      278209501
2783,9,1,0,8.0,,1,1,      278300901
2784,3,1,1,0.0,si,1,1,      278400301
2784,3,1,1,0.0,,2,2,      278400301
2784,74,1,1,0.0,,1,3,      278407401
2786,37,1,0,10.0,,1,1,      278603701
2786,40,1,1,9.0,,1,4,      278604001
2787,84,1,2,0.0,,1,2,      278708401
2791,45,1,no sabe,,,1,1,      279104501
2791,58,1,2,1.0,no,1,1,      279105801
2792,49,1,2,3.0,,1,1,      279204901
2797,57,1,0,9.0,no,1,2,      279705701
2806,6,1,2,0.0,si,1,6,      280600601
2806,6,1,2,0.0,,2,7,      280600601
2806,11,1,2,0.0,,1,1,      280601101
2806,15,1,0,4.0,,1,4,      280601501
2806,18,1,1,0.0,,1,1,      280601801
2806,30,1,99,99.0,,1,1,      280603001
2806,36,1,1,0.0,,1,1,      280603601
2807,6,1,0,9.0,,1,2,      280700601
2807,8,1,2,9.0,,1,4,      280700801
2808,11,1,2,0.0,no,1,1,      280801101
2810,31,1,1,3.0,,1,1,      281003101
2810,40,1,2,0.0,,1,1,      281004001
2811,50,1,1,6.0,si,1,1,      281105001
2811,50,1,1,9.0,,2,2,      281105001
2811,68,1,0,6.0,,1,1,      281106801
2813,14,1,0,8.0,,1,1,      281301401
2817,26,1,2,4.0,no,1,2,      281702601
2818,48,1,2,0.0,,1,1,      281804801
2820,17,1,1,8.0,no,1,2,      282001701
2822,32,1,0,8.0,,1,1,      282203201
2823,112,1,2,0.0,,1,6,      282311201
2830,45,1,0,6.0,no,1,1,      283004501
2851,51,1,2,0.0,,1,1,      285105101
2856,1,1,1,0.0,no,1,1,      285600101
2856,9,1,0,7.0,,1,1,      285600901
2856,20,1,0,5.0,si,1,1,      285602001
2856,20,1,1,0.0,,2,2,      285602001
2857,27,1,0,3.0,,1,1,      285702701
2858,8,1,0,6.0,no,1,2,      285800801
2858,10,1,2,0.0,,1,9,      285801001
2862,156,1,3,0.0,,1,1,      286215601
2862,165,1,1,0.0,,1,1,      286216501
2863,45,1,0,1.0,,1,1,      286304501
2872,46,1,1,9.0,,1,1,      287204601
2873,21,1,1,0.0,,1,2,      287302101
2873,23,1,2,0.0,,1,1,      287302301
2875,34,1,0,4.0,si,1,1,      287503401
2875,34,1,0,3.0,,2,2,      287503401
2875,38,1,2,8.0,,1,2,      287503801
2876,5,1,0,5.0,si,1,1,      287600501
2876,5,1,0,5.0,,2,2,      287600501
2876,34,1,3,0.0,,1,1,      287603401
2876,80,1,2,0.0,si,1,1,      287608001
2876,80,1,2,0.0,,2,2,      287608001
2878,10,1,1,0.0,,1,1,      287801001
2878,89,1,0,2.0,,1,1,      287808901
2879,4,1,1,0.0,,1,3,      287900401
2879,30,1,0,6.0,no,1,1,      287903001
2881,22,1,2,0.0,no,1,1,      288102201
2881,30,1,3,0.0,,1,1,      288103001
2886,67,1,0,10.0,si,1,1,      288606701
2886,67,1,1,6.0,,2,2,      288606701
2887,43,1,1,0.0,,1,1,      288704301
2888,78,1,1,8.0,,1,1,      288807801
2891,85,1,0,3.0,no,1,2,      289108501
2893,87,1,2,7.0,no,1,2,      289308701
2904,40,1,2,4.0,,1,4,      290404001
2908,43,1,2,7.0,,1,1,      290804301
2909,76,1,1,0.0,,1,1,      290907601
2910,52,1,0,4.0,,1,2,      291005201
2910,54,1,1,0.0,,1,1,      291005401
2912,52,1,0,6.0,no,1,2,      291205201
2912,93,1,0,4.0,no,1,1,      291209301
2914,14,1,3,9.0,,1,1,      291401401
2914,56,1,1,6.0,si,1,1,      291405601
2914,56,1,2,0.0,,2,2,      291405601
2914,58,1,2,9.0,,1,1,      291405801
2915,12,1,0,8.0,no,1,1,      291501201
2915,14,1,2,8.0,si,1,1,      291501401
2915,14,1,2,8.0,,2,2,      291501401
2917,140,1,0,10.0,,1,1,      291714001
2918,5,1,1,6.0,,1,1,      291800501
2918,37,1,2,10.0,,1,1,      291803701
2918,38,1,0,8.0,no,1,1,      291803801
2918,52,1,0,3.0,,1,1,      291805201
2918,55,1,0,6.0,,1,1,      291805501
2919,33,1,0,3.0,,1,4,      291903301
2919,76,1,1,10.0,,1,3,      291907601
2920,4,1,0,4.0,,1,1,      292000401
2920,5,1,4,10.0,,1,1,      292000501
2920,6,1,2,0.0,,1,1,      292000601
2920,7,1,1,9.0,,1,1,      292000701
2920,20,1,2,9.0,,1,1,      292002001
2920,21,1,0,10.0,si,1,1,      292002101
2920,21,1,0,10.0,,2,2,      292002101
2921,39,1,0,6.0,,1,1,      292103901
2921,40,1,1,0.0,si,1,1,      292104001
2921,40,1,1,0.0,,2,2,      292104001
2921,59,1,3,0.0,,1,2,      292105901
2921,60,1,1,11.0,,1,1,      292106001
2921,61,1,2,0.0,,1,1,      292106101
2921,62,1,2,0.0,,1,1,      292106201
2923,1,1,1,0.0,,1,1,      292300101
2923,16,1,1,0.0,si,1,1,      292301601
2923,16,1,1,6.0,,2,2,      292301601
2923,54,1,3,0.0,,1,3,      292305401
2924,1,1,1,0.0,,1,1,      292400101
2924,4,1,1,9.0,,1,1,      292400401
2924,74,1,1,6.0,,1,1,      292407401
2924,95,1,0,7.0,,1,1,      292409501
2926,51,1,0,8.0,si,1,1,      292605101
2926,51,1,0,8.0,,2,2,      292605101
2927,13,1,1,0.0,si,1,1,      292701301
2927,13,1,2,0.0,,2,2,      292701301
2927,15,1,1,0.0,,1,1,      292701501
2927,67,1,2,0.0,si,1,1,      292706701
2927,67,1,1,0.0,,2,2,      292706701
2928,3,1,1,0.0,si,1,1,      292800301
2928,3,1,5,0.0,,2,2,      292800301
2928,5,1,1,2.0,no,1,1,      292800501
2928,86,1,2,6.0,,1,2,      292808601
2929,2,1,2,0.0,si,1,1,      292900201
2929,2,1,2,0.0,,2,2,      292900201
2929,19,1,2,0.0,,1,1,      292901901
2931,7,1,2,8.0,si,1,1,      293100701
2931,7,1,2,8.0,,2,2,      293100701
2931,28,1,0,4.0,,1,1,      293102801
2931,31,1,1,0.0,no,1,1,      293103101
2931,37,1,1,7.0,si,1,1,      293103701
2931,37,1,0,11.0,,2,2,      293103701
2932,9,1,1,8.0,si,1,1,      293200901
2932,9,1,1,8.0,,2,2,      293200901
2933,6,1,2,0.0,,1,1,      293300601
2933,8,1,0,4.0,,1,1,      293300801
2933,9,1,1,4.0,,1,1,      293300901
2933,10,1,1,2.0,no,1,2,      293301001
2933,11,1,2,0.0,,1,1,      293301101
2934,5,1,1,0.0,no,1,2,      293400501
2945,30,1,1,0.0,,1,7,      294503001
2950,122,1,0,6.0,si,1,1,      295012201
2950,122,1,0,6.0,,2,2,      295012201
2951,44,1,0,5.0,si,1,1,      295104401
2951,44,1,0,5.0,,2,2,      295104401
2951,161,1,0,5.0,si,1,1,      295116101
2951,161,1,0,5.0,,2,2,      295116101
2957,101,1,1,0.0,,1,1,      295710101
2958,44,1,0,3.0,,1,1,      295804401
2959,95,1,0,11.0,,1,1,      295909501
2961,103,1,2,0.0,si,1,1,      296110301
2961,103,1,1,0.0,,2,2,      296110301
2962,33,1,1,0.0,,1,1,      296203301
2963,100,1,1,2.0,,1,5,      296310001
2964,79,1,1,3.0,,1,1,      296407901
2964,84,1,3,0.0,si,1,1,      296408401
2964,84,1,3,0.0,,2,2,      296408401
2964,110,1,4,0.0,,1,1,      296411001
2966,53,2,2,0.0,si,1,1,      296605302
2966,53,2,2,0.0,,2,2,      296605302
2966,110,1,1,1.0,,1,1,      296611001
2968,88,1,1,0.0,,1,1,      296808801
2972,22,1,1,0.0,si,1,1,      297202201
2972,22,1,1,0.0,,2,2,      297202201
2972,121,1,0,10.0,,1,1,      297212101
2972,142,1,1,11.0,,1,5,      297214201
2974,145,1,0,6.0,,1,7,      297414501
2979,120,1,0,8.0,,1,1,      297912001
2981,32,1,0,8.0,no,1,2,      298103201
2987,10,1,1,0.0,no,1,1,      298701001
2988,11,1,2,1.0,,1,1,      298801101
2988,21,1,1,6.0,,1,5,      298802101
2989,20,1,2,0.0,,1,1,      298902001
2990,56,1,2,0.0,,1,1,      299005601
3015,76,1,0,9.0,,1,1,      301507601
3047,49,1,1,11.0,si,1,1,      304704901
3047,49,1,1,11.0,,2,2,      304704901
3048,10,1,0,3.0,si,1,1,      304801001
3048,10,1,0,8.0,,2,2,      304801001
3049,3,1,1,7.0,,1,1,      304900301
3049,21,1,1,7.0,no,1,2,      304902101
3050,23,1,1,0.0,no,1,1,      305002301
3050,29,1,1,10.0,,1,1,      305002901
3050,36,1,1,10.0,,1,1,      305003601
3050,48,1,0,4.0,no,1,1,      305004801
3058,91,1,0,3.0,,1,1,      305809101
3063,34,1,1,4.0,,1,1,      306303401
3066,61,1,0,11.0,,1,1,      306606101
3066,63,1,0,7.0,,1,1,      306606301
3067,96,1,1,0.0,,1,7,      306709601
3068,68,1,0,11.0,si,1,1,      306806801
3068,68,1,0,11.0,,2,2,      306806801
3079,78,1,1,0.0,,1,1,      307907801
3086,150,1,2,0.0,,1,1,      308615001
3093,85,1,0,6.0,,1,1,      309308501
3095,38,1,0,8.0,,1,1,      309503801
3097,53,1,1,0.0,,1,7,      309705301
3097,101,1,0,10.0,no,1,2,      309710101
3106,139,1,0,7.0,no,1,1,      310613901
3111,6,1,1,0.0,,1,1,      311100601
3112,110,1,1,0.0,no,1,1,      311211001
3114,54,1,0,6.0,,1,1,      311405401
3116,151,1,0,8.0,no,1,2,      311615101
3122,115,1,2,10.0,,1,5,      312211501
3127,100,1,0,7.0,no,1,1,      312710001
3128,13,1,1,0.0,,1,1,      312801301
3131,94,1,1,0.0,,1,1,      313109401
3134,69,1,0,8.0,,1,8,      313406901
3135,38,1,0,8.0,,1,1,      313503801
3139,42,1,2,5.0,,1,8,      313904201
3139,106,1,0,6.0,no,1,4,      313910601
3140,44,1,0,4.0,,1,1,      314004401
3141,56,1,1,2.0,,1,1,      314105601
3141,60,1,0,4.0,,1,10,      314106001
3141,74,1,0,6.0,,1,1,      314107401
3142,45,1,2,0.0,si,1,1,      314204501
3142,45,1,0,3.0,,2,2,      314204501
3143,72,1,0,4.0,,1,1,      314307201
3155,116,1,1,0.0,,1,1,      315511601
3156,66,1,1,0.0,,1,6,      315606601
3157,36,1,0,11.0,,1,4,      315703601
3157,54,1,0,7.0,,1,1,      315705401
3167,12,1,2,2.0,no,1,1,      316701201
3167,51,1,1,0.0,,1,6,      316705101
3167,52,1,1,6.0,,1,5,      316705201
3169,108,1,2,7.0,,1,1,      316910801
3169,111,1,0,3.0,,1,1,      316911101
3169,112,1,2,0.0,,1,1,      316911201
3169,115,1,2,6.0,,1,1,      316911501
3170,14,1,1,1.0,,1,1,      317001401
3172,31,1,1,8.0,,1,1,      317203101
3174,36,1,1,7.0,,1,1,      317403601
