qhcluster,qhnumber,qhhome,ps107_1a,ps107_1m,ps107_1s,ps6,hvidx,hhid
1533,94,1,0,6.0,,1,4,      153309401
1534,3,1,2,0.0,si,1,5,      153400301
1534,3,1,2,0.0,,2,6,      153400301
1535,109,1,1,1.0,,1,5,      153510901
1539,47,1,0,1.0,,1,3,      153904701
1539,63,1,0,2.0,,1,3,      153906301
1540,102,1,1,6.0,no,1,5,      154010201
1545,68,1,1,2.0,no,1,8,      154506801
1576,20,1,0,4.0,,1,4,      157602001
1592,12,1,0,7.0,,1,4,      159201201
1603,6,1,0,3.0,,1,8,      160300601
1607,66,1,1,10.0,,1,4,      160706601
1607,92,1,1,4.0,,1,4,      160709201
1607,128,1,0,3.0,,1,4,      160712801
1608,28,1,1,8.0,,1,4,      160802801
1620,12,1,1,0.0,,1,5,      162001201
1620,13,1,1,6.0,,1,4,      162001301
1620,60,1,1,0.0,,1,3,      162006001
1620,71,1,0,3.0,,1,7,      162007101
1634,76,1,0,3.0,,1,3,      163407601
1637,5,1,0,5.0,,1,5,      163700501
1637,26,1,1,4.0,,1,7,      163702601
1637,36,1,0,4.0,,1,5,      163703601
1637,39,1,1,0.0,,1,6,      163703901
1649,23,1,1,6.0,no,1,3,      164902301
1653,3,1,2,0.0,,1,4,      165300301
1653,52,1,1,8.0,,1,7,      165305201
1656,54,1,0,1.0,si,1,4,      165605401
1656,54,1,0,1.0,,2,5,      165605401
1661,87,1,1,1.0,,1,3,      166108701
1662,117,1,0,8.0,,1,4,      166211701
1664,85,1,0,8.0,,1,3,      166408501
1665,43,1,0,11.0,,1,3,      166504301
1666,35,1,1,6.0,,1,4,      166603501
1672,68,1,0,3.0,,1,5,      167206801
1677,147,1,0,6.0,no,1,11,      167714701
1679,20,1,0,7.0,,1,4,      167902001
1679,21,1,0,2.0,,1,6,      167902101
1682,1,1,1,0.0,,1,6,      168200101
1682,5,1,1,0.0,,1,5,      168200501
1682,78,1,1,0.0,,1,5,      168207801
1682,79,1,0,5.0,,1,3,      168207901
1683,18,1,1,9.0,,1,6,      168301801
1683,20,1,1,5.0,,1,3,      168302001
1686,24,1,0,8.0,,1,6,      168602401
1686,67,1,0,4.0,,1,4,      168606701
1686,69,1,2,0.0,,1,4,      168606901
1686,89,1,0,4.0,,1,8,      168608901
1692,57,1,0,6.0,,1,6,      169205701
1692,71,1,2,0.0,,1,5,      169207101
1692,74,1,0,1.0,,1,2,      169207401
1694,40,1,0,8.0,no,1,4,      169404001
1697,2,1,2,3.0,no,1,4,      169700201
1697,4,1,1,0.0,,1,4,      169700401
1697,51,1,2,0.0,,1,4,      169705101
1697,53,1,1,6.0,si,1,3,      169705301
1697,53,1,1,6.0,,2,4,      169705301
1697,54,1,0,7.0,no,1,13,      169705401
1697,55,1,1,0.0,,1,8,      169705501
1700,18,1,1,0.0,,1,4,      170001801
1700,35,1,0,5.0,,1,8,      170003501
1703,15,1,1,0.0,,1,4,      170301501
1704,5,1,0,5.0,,1,4,      170400501
1704,13,1,1,0.0,,1,3,      170401301
1704,90,1,1,4.0,,1,3,      170409001
1705,101,1,0,2.0,,1,7,      170510101
1706,31,1,1,6.0,,1,4,      170603101
1707,96,1,1,6.0,,1,4,      170709601
1709,40,1,0,7.0,,1,4,      170904001
1710,92,1,0,3.0,,1,4,      171009201
1712,100,1,0,8.0,,1,4,      171210001
1713,44,1,0,4.0,,1,3,      171304401
1714,37,1,1,6.0,,1,6,      171403701
1716,68,1,0,6.0,,1,8,      171606801
1716,146,1,0,3.0,no,1,3,      171614601
1717,10,1,0,4.0,,1,3,      171701001
1719,59,1,1,5.0,,1,4,      171905901
1721,133,1,0,0.0,si,1,3,      172113301
1721,133,1,0,1.0,,2,5,      172113301
1722,85,1,1,2.0,,1,3,      172208501
1724,59,1,1,0.0,si,1,4,      172405901
1724,59,1,0,1.0,,2,5,      172405901
1727,32,1,0,3.0,,1,7,      172703201
1727,34,1,0,8.0,,1,4,      172703401
1727,50,1,1,6.0,,1,4,      172705001
1728,4,1,1,0.0,,1,3,      172800401
1728,17,1,1,0.0,,1,5,      172801701
1728,44,1,2,0.0,,1,3,      172804401
1728,96,1,0,9.0,si,1,5,      172809601
1728,96,1,0,6.0,,2,6,      172809601
1728,110,1,1,0.0,,1,3,      172811001
1732,57,1,0,1.0,,1,7,      173205701
1732,68,1,1,0.0,,1,3,      173206801
1733,46,1,2,5.0,,1,2,      173304601
1733,47,1,1,0.0,,1,3,      173304701
1733,49,1,1,2.0,no,1,4,      173304901
1733,56,1,0,8.0,,1,3,      173305601
1733,59,1,0,5.0,,1,8,      173305901
1733,81,1,0,6.0,,1,3,      173308101
1733,83,1,0,9.0,,1,4,      173308301
1734,165,1,1,3.0,si,1,3,      173416501
1734,165,1,0,3.0,,2,4,      173416501
1735,24,1,1,0.0,,1,4,      173502401
1735,89,1,1,2.0,,1,4,      173508901
1736,25,1,0,11.0,,1,13,      173602501
1736,29,1,1,6.0,,1,6,      173602901
1738,209,1,0,3.0,,1,4,      173820901
1738,213,1,1,0.0,,1,6,      173821301
1739,10,1,1,0.0,,1,4,      173901001
1739,36,1,0,0.0,,1,4,      173903601
1739,38,1,0,5.0,,1,3,      173903801
1739,40,1,1,8.0,,1,3,      173904001
1739,43,1,0,6.0,,1,4,      173904301
1740,115,1,0,1.0,,1,4,      174011501
1745,2,1,2,2.0,,1,6,      174500201
1745,25,1,0,6.0,,1,4,      174502501
1745,63,1,0,6.0,,1,3,      174506301
1747,86,1,0,1.0,,1,6,      174708601
1748,52,1,0,8.0,,1,3,      174805201
1748,53,1,0,4.0,,1,3,      174805301
1748,74,1,0,7.0,,1,3,      174807401
1751,83,1,0,3.0,,1,3,      175108301
1758,83,1,0,4.0,,1,6,      175808301
1761,84,1,1,6.0,,1,3,      176108401
1775,85,1,0,8.0,,1,5,      177508501
1794,13,1,0,9.0,,1,6,      179401301
1794,62,1,1,0.0,,1,3,      179406201
1794,63,1,1,4.0,,1,3,      179406301
1815,95,1,0,6.0,,1,4,      181509501
1815,100,1,0,0.0,,1,5,      181510001
1818,13,1,0,2.0,,1,3,      181801301
1821,20,1,1,10.0,,1,4,      182102001
1821,58,1,0,2.0,si,1,4,      182105801
1821,58,1,0,2.0,,2,10,      182105801
1821,82,1,0,4.0,,1,3,      182108201
1823,109,1,0,6.0,,1,3,      182310901
1830,39,1,0,8.0,,1,5,      183003901
1834,49,1,0,7.0,,1,3,      183404901
1836,83,1,0,2.0,,1,4,      183608301
1840,22,1,1,6.0,si,1,3,      184002201
1840,22,1,0,4.0,,2,4,      184002201
1842,21,1,2,0.0,no,1,3,      184202101
1842,23,1,1,6.0,,1,4,      184202301
1842,52,1,1,4.0,,1,5,      184205201
1843,86,1,0,0.0,,1,8,      184308601
1846,19,1,1,2.0,,1,6,      184601901
1846,26,1,1,6.0,,1,5,      184602601
1847,67,1,0,4.0,,1,4,      184706701
1848,42,1,1,6.0,,1,4,      184804201
1848,57,1,2,0.0,,1,7,      184805701
1858,47,1,1,0.0,,1,5,      185804701
1858,81,1,1,6.0,,1,4,      185808101
1858,82,1,1,0.0,,1,3,      185808201
1858,84,1,1,0.0,,1,3,      185808401
1859,26,1,1,0.0,,1,4,      185902601
1861,7,1,2,0.0,,1,4,      186100701
1863,76,1,0,8.0,no,1,6,      186307601
1866,28,1,2,8.0,,1,4,      186602801
1866,57,1,2,0.0,,1,4,      186605701
1869,20,1,2,0.0,,1,5,      186902001
1875,19,1,0,4.0,,1,3,      187501901
1884,21,1,0,7.0,,1,3,      188402101
1884,38,1,0,9.0,,1,5,      188403801
1885,68,1,1,0.0,,1,4,      188506801
1892,119,1,0,1.0,,1,5,      189211901
1893,108,1,0,6.0,,1,4,      189310801
1894,51,1,1,0.0,,1,4,      189405101
1894,83,1,1,10.0,no,1,5,      189408301
1894,122,1,1,0.0,,1,4,      189412201
1899,1,1,2,1.0,,1,8,      189900101
1899,2,1,0,1.0,,1,3,      189900201
1899,29,1,2,10.0,,1,4,      189902901
1901,60,1,0,1.0,,1,4,      190106001
1901,66,1,0,1.0,,1,6,      190106601
1901,70,1,0,6.0,,1,5,      190107001
1901,112,1,0,6.0,,1,5,      190111201
1902,107,1,0,7.0,,1,10,      190210701
1909,46,1,2,0.0,no,1,7,      190904601
1909,72,1,0,8.0,,1,3,      190907201
1909,80,1,1,0.0,,1,5,      190908001
1923,21,1,2,0.0,,1,6,      192302101
1924,70,1,0,4.0,,1,4,      192407001
1927,76,1,0,7.0,,1,7,      192707601
1928,98,1,0,6.0,,1,7,      192809801
1929,88,1,1,0.0,,1,3,      192908801
1938,28,1,0,3.0,,1,6,      193802801
1941,36,1,0,1.0,,1,5,      194103601
1942,34,1,0,1.0,,1,5,      194203401
1995,42,1,0,1.0,,1,4,      199504201
2000,50,1,1,0.0,,1,5,      200005001
2016,22,1,1,6.0,,1,3,      201602201
2020,8,1,0,2.0,,1,4,      202000801
2020,97,1,0,7.0,,1,6,      202009701
2027,46,1,1,10.0,,1,4,      202704601
2027,49,1,0,7.0,,1,5,      202704901
2037,1,1,1,6.0,,1,9,      203700101
2037,27,1,0,5.0,,1,5,      203702701
2037,28,1,1,3.0,,1,5,      203702801
2038,7,1,0,10.0,,1,6,      203800701
2038,26,1,1,0.0,,1,5,      203802601
2038,110,1,1,11.0,no,1,3,      203811001
2043,37,1,0,8.0,,1,5,      204303701
2045,97,1,1,9.0,,1,3,      204509701
2046,33,1,1,0.0,,1,5,      204603301
2047,4,1,1,0.0,,1,3,      204700401
2051,36,1,2,0.0,si,1,4,      205103601
2051,36,1,2,0.0,,2,5,      205103601
2054,2,1,1,0.0,,1,5,      205400201
2054,10,1,0,6.0,,1,6,      205401001
2055,66,1,2,0.0,no,1,7,      205506601
2055,90,1,0,2.0,,1,5,      205509001
2056,17,1,1,6.0,,1,3,      205601701
2057,42,1,0,10.0,,1,5,      205704201
2057,75,1,0,9.0,,1,6,      205707501
2063,16,1,99,99.0,,1,9,      206301601
2063,30,1,1,0.0,,1,4,      206303001
2065,4,1,1,0.0,si,1,4,      206500401
2065,4,1,0,6.0,,2,5,      206500401
2065,11,1,0,2.0,,1,3,      206501101
2065,14,1,0,5.0,,1,3,      206501401
2065,146,1,0,4.0,,1,5,      206514601
2065,147,1,1,6.0,,1,6,      206514701
2065,148,1,0,2.0,,1,5,      206514801
2065,150,1,1,0.0,,1,6,      206515001
2067,17,1,0,2.0,,1,3,      206701701
2067,30,1,1,0.0,,1,3,      206703001
2067,46,1,0,2.0,,1,5,      206704601
2067,78,1,0,3.0,,1,6,      206707801
2071,45,1,1,2.0,,1,6,      207104501
2076,58,1,0,1.0,,1,7,      207605801
2076,59,1,0,5.0,,1,10,      207605901
2076,61,1,0,7.0,,1,5,      207606101
2077,49,1,0,4.0,,1,6,      207704901
2077,51,1,0,6.0,,1,4,      207705101
2078,22,1,1,0.0,no,1,5,      207802201
2079,68,1,0,3.0,,1,6,      207906801
2084,15,1,0,4.0,no,1,3,      208401501
2084,49,1,1,10.0,,1,7,      208404901
2084,63,1,1,6.0,,1,4,      208406301
2084,65,1,0,6.0,,1,6,      208406501
2084,75,1,1,11.0,,1,4,      208407501
2084,77,1,0,4.0,,1,5,      208407701
2084,80,1,0,1.0,,1,2,      208408001
2085,82,1,0,4.0,,1,5,      208508201
2092,53,1,0,1.0,no,1,7,      209205301
2095,45,1,0,4.0,,1,5,      209504501
2115,11,1,0,1.0,,1,4,      211501101
2115,65,1,0,0.0,,1,3,      211506501
2115,76,1,0,0.0,,1,5,      211507601
2119,10,1,0,11.0,,1,4,      211901001
2119,15,1,1,4.0,,1,4,      211901501
2119,16,1,0,1.0,,1,4,      211901601
2119,17,1,1,3.0,,1,3,      211901701
2121,8,1,0,0.0,,1,4,      212100801
2121,10,1,1,9.0,,1,4,      212101001
2121,21,1,1,2.0,no,1,3,      212102101
2125,89,1,0,6.0,si,1,8,      212508901
2125,89,1,0,6.0,,2,9,      212508901
2128,16,1,0,2.0,,1,4,      212801601
2128,127,1,0,1.0,,1,6,      212812701
2141,108,1,0,3.0,,1,2,      214110801
2147,94,1,0,3.0,,1,3,      214709401
2147,102,1,0,1.0,,1,5,      214710201
2149,30,1,0,11.0,,1,5,      214903001
2159,139,1,0,6.0,no,1,7,      215913901
2181,9,1,1,0.0,,1,4,      218100901
2182,149,1,0,9.0,,1,5,      218214901
2208,82,1,0,11.0,,1,3,      220808201
2213,51,1,0,7.0,,1,4,      221305101
2235,52,1,1,7.0,,1,6,      223505201
2243,45,1,0,5.0,,1,4,      224304501
2243,52,1,1,3.0,,1,3,      224305201
2251,62,1,0,2.0,,1,6,      225106201
2257,11,1,0,4.0,,1,4,      225701101
2260,24,1,0,4.0,,1,4,      226002401
2260,37,1,0,8.0,,1,6,      226003701
2267,35,1,1,0.0,,1,5,      226703501
2267,43,1,0,10.0,,1,4,      226704301
2268,75,1,2,1.0,si,1,3,      226807501
2268,75,1,0,9.0,,2,4,      226807501
2290,78,1,0,3.0,,1,5,      229007801
2293,50,1,1,0.0,,1,7,      229305001
2301,10,1,1,0.0,,1,5,      230101001
2301,24,1,0,6.0,,1,6,      230102401
2301,78,1,2,0.0,,1,5,      230107801
2306,3,1,0,1.0,,1,6,      230600301
2321,1,1,0,4.0,,1,6,      232100101
2321,5,1,1,0.0,,1,4,      232100501
2321,89,1,2,2.0,,1,3,      232108901
2321,91,1,0,2.0,,1,3,      232109101
2323,25,1,0,1.0,no,1,3,      232302501
2323,44,1,0,1.0,,1,7,      232304401
2323,58,1,0,3.0,,1,5,      232305801
2323,61,1,0,6.0,,1,7,      232306101
2326,39,1,0,1.0,,1,3,      232603901
2326,41,1,0,2.0,,1,3,      232604101
2327,172,1,0,1.0,si,1,4,      232717201
2327,172,1,1,0.0,,2,7,      232717201
2328,8,1,2,0.0,,1,4,      232800801
2328,42,1,1,0.0,,1,5,      232804201
2329,15,1,0,1.0,,1,7,      232901501
2354,106,1,0,5.0,si,1,4,      235410601
2354,106,1,0,5.0,,2,5,      235410601
2374,66,1,1,6.0,,1,4,      237406601
2392,80,1,0,9.0,,1,4,      239208001
2428,15,1,0,8.0,,1,5,      242801501
2428,77,1,1,0.0,no,1,5,      242807701
2430,117,1,0,6.0,,1,6,      243011701
2446,2,1,0,6.0,,1,4,      244600201
2458,47,1,0,2.0,,1,5,      245804701
2519,22,1,0,11.0,,1,4,      251902201
2531,95,1,1,3.0,,1,10,      253109501
2533,16,1,0,7.0,,1,4,      253301601
2533,23,1,0,6.0,,1,5,      253302301
2539,85,1,0,4.0,,1,3,      253908501
2540,110,1,1,6.0,,1,9,      254011001
2554,95,1,1,1.0,,1,4,      255409501
2567,110,1,0,2.0,si,1,5,      256711001
2567,110,1,0,2.0,,2,8,      256711001
2570,18,1,0,1.0,,1,4,      257001801
2572,47,1,0,2.0,,1,4,      257204701
2574,17,1,0,6.0,,1,6,      257401701
2574,23,1,0,11.0,,1,6,      257402301
2590,98,1,1,2.0,,1,4,      259009801
2594,86,1,1,1.0,,1,3,      259408601
2608,35,1,1,0.0,,1,4,      260803501
2614,30,1,1,1.0,,1,5,      261403001
2615,90,1,1,3.0,si,1,4,      261509001
2615,90,1,1,3.0,,2,5,      261509001
2644,131,1,1,0.0,no,1,7,      264413101
2706,24,1,0,8.0,,1,4,      270602401
2720,27,1,0,1.0,,1,4,      272002701
2740,5,1,0,1.0,,1,4,      274000501
2743,57,1,0,10.0,,1,6,      274305701
2755,43,1,0,9.0,,1,6,      275504301
2756,17,1,0,1.0,,1,4,      275601701
2766,20,1,0,1.0,,1,4,      276602001
2767,130,1,1,6.0,,1,3,      276713001
2770,143,1,1,6.0,,1,6,      277014301
2776,56,1,0,5.0,,1,3,      277605601
2778,59,1,2,0.0,,1,4,      277805901
2783,44,1,0,6.0,,1,5,      278304401
2783,79,1,1,0.0,,1,4,      278307901
2784,8,1,1,4.0,,1,5,      278400801
2784,32,1,1,0.0,,1,7,      278403201
2784,53,1,1,8.0,,1,4,      278405301
2784,81,1,0,8.0,,1,5,      278408101
2787,96,1,0,3.0,,1,5,      278709601
2788,28,1,0,0.0,no,1,10,      278802801
2789,50,1,1,6.0,,1,3,      278905001
2790,56,1,0,4.0,si,1,4,      279005601
2790,56,1,0,4.0,,2,5,      279005601
2790,98,1,0,5.0,,1,7,      279009801
2800,11,1,0,3.0,,1,3,      280001101
2800,64,1,1,1.0,,1,5,      280006401
2809,19,1,1,6.0,,1,6,      280901901
2811,49,1,1,10.0,,1,5,      281104901
2835,69,1,0,5.0,,1,3,      283506901
2855,28,1,0,3.0,,1,4,      285502801
2858,21,1,0,0.0,,1,6,      285802101
2858,35,1,1,0.0,,1,4,      285803501
2860,63,1,0,0.0,,1,5,      286006301
2860,69,1,0,6.0,,1,4,      286006901
2863,8,1,0,3.0,,1,5,      286300801
2875,94,1,1,2.0,,1,3,      287509401
2876,79,1,2,5.0,,1,6,      287607901
2878,9,1,1,6.0,,1,8,      287800901
2878,96,1,1,1.0,,1,7,      287809601
2878,99,1,1,6.0,,1,5,      287809901
2879,3,1,1,2.0,,1,6,      287900301
2879,35,1,0,1.0,,1,3,      287903501
2880,14,1,0,4.0,no,1,5,      288001401
2880,40,1,0,7.0,,1,5,      288004001
2884,59,1,0,7.0,,1,3,      288405901
2887,14,1,2,0.0,,1,3,      288701401
2887,133,1,0,8.0,,1,4,      288713301
2887,151,1,1,0.0,,1,3,      288715101
2890,12,1,0,6.0,,1,4,      289001201
2890,22,1,0,10.0,,1,4,      289002201
2890,42,1,0,8.0,,1,4,      289004201
2892,85,1,0,5.0,,1,3,      289208501
2895,7,1,0,1.0,no,1,3,      289500701
2897,1,1,0,1.0,,1,3,      289700101
2909,38,1,0,3.0,,1,5,      290903801
2909,77,1,0,8.0,,1,6,      290907701
2910,15,1,1,0.0,si,1,3,      291001501
2910,15,1,0,1.0,,2,4,      291001501
2922,38,1,0,10.0,,1,7,      292203801
2924,75,1,0,4.0,,1,5,      292407501
2926,28,1,0,4.0,,1,5,      292602801
2930,49,1,0,2.0,,1,4,      293004901
2954,28,1,no sabe,,,1,4,      295402801
2959,42,2,0,2.0,si,1,7,      295904202
2959,42,2,0,2.0,,2,8,      295904202
2960,119,1,0,11.0,,1,7,      296011901
2977,32,1,0,1.0,,1,5,      297703201
2993,88,1,0,1.0,si,1,6,      299308801
2993,88,1,0,1.0,,2,7,      299308801
2995,64,1,1,6.0,,1,3,      299506401
2995,94,1,0,6.0,,1,3,      299509401
2997,40,1,0,7.0,,1,5,      299704001
2998,60,1,0,4.0,,1,5,      299806001
2998,67,1,1,0.0,,1,3,      299806701
3000,70,1,0,5.0,,1,6,      300007001
3016,78,1,0,5.0,,1,5,      301607801
3025,13,1,1,9.0,,1,6,      302501301
3030,59,1,1,3.0,,1,7,      303005901
3040,60,1,0,3.0,,1,6,      304006001
3044,40,1,0,1.0,no,1,7,      304404001
3044,54,1,0,1.0,,1,4,      304405401
3044,73,1,1,0.0,,1,7,      304407301
3059,27,1,0,9.0,,1,5,      305902701
3064,142,1,0,1.0,,1,4,      306414201
3066,26,1,0,4.0,no,1,5,      306602601
3067,94,1,1,0.0,,1,4,      306709401
3070,55,1,1,0.0,,1,5,      307005501
3070,89,1,0,5.0,,1,7,      307008901
3070,89,2,1,8.0,,1,4,      307008902
3070,96,2,0,4.0,,1,3,      307009602
3075,80,1,1,4.0,,1,4,      307508001
3087,100,1,0,0.0,,1,6,      308710001
3092,9,1,1,8.0,,1,3,      309200901
3092,74,1,0,6.0,,1,7,      309207401
3093,84,1,1,10.0,,1,3,      309308401
3096,59,1,1,8.0,,1,4,      309605901
3097,40,1,0,4.0,,1,4,      309704001
3097,59,1,0,3.0,,1,8,      309705901
3097,98,1,0,1.0,,1,4,      309709801
3102,11,1,0,6.0,no,1,3,      310201101
3102,56,1,0,8.0,,1,4,      310205601
3108,73,1,0,5.0,,1,3,      310807301
3109,4,1,1,3.0,,1,6,      310900401
3112,9,1,0,1.0,,1,5,      311200901
3116,197,1,0,6.0,,1,3,      311619701
3117,3,1,1,6.0,,1,4,      311700301
3123,64,1,1,0.0,,1,4,      312306401
3123,154,1,0,7.0,,1,7,      312315401
3124,56,1,0,11.0,,1,4,      312405601
3124,80,1,0,1.0,,1,5,      312408001
3145,14,1,2,1.0,,1,3,      314501401
3149,146,1,0,4.0,,1,5,      314914601
3151,36,1,0,2.0,,1,9,      315103601
3151,79,1,0,0.0,no,1,4,      315107901
3155,106,1,0,10.0,,1,4,      315510601
3157,26,1,0,8.0,no,1,7,      315702601
